"","miR34","Ecadherin","miR200","SNAIL","NRF2","ZEB","KEAP1"
"miR200",0.232939767645228,0.203666457827795,0.169098412219428,-0.0718516529567675,0.00505333358125236,-0.203470186974017,-0.271195186412977
"KEAP1",0.0233501467032137,0.157217194570136,0.148554436160136,0.0245393103793427,-0.116071988024812,-0.156154620780289,-0.153020455577612
"SNAIL",0.0216393618018576,0.15638599514401,0.149193687403402,-0.0770842516600727,-0.0152272289956251,-0.156150188867935,-0.150685334181445
"ZEB",-0.24146972845297,-0.225750752232254,-0.198748550361925,0.0890144402813264,0.0960169842281602,0.125957506195038,0.197765935093595
"NRF2",-0.0198493856682061,-0.156154620780289,-0.150685334181445,-0.019921342285304,0.0141993288487822,0.15638599514401,0.148554436160136
"miR34",-0.0198493856682061,-0.156154620780289,-0.150685334181445,-0.019921342285304,0.0141993288487822,0.15638599514401,0.148554436160136
"Ecadherin",-0.188731562732294,-0.176023421023421,-0.0803259797356438,0.112145065415287,-0.00745121480751134,0.176219269045356,0.0798752392333901
