"","miR34","KEAP1","Ecadherin","ZEB","SNAIL","miR200","NRF2"
"miR200",0.17289342346308,0.0305101724835087,0.117858245419841,-0.116582484870283,-0.044546565703236,-0.125348882160928,-0.046706736579833
"SNAIL",-0.0458542007391382,0.1032016840991,0.0617684593297575,-0.0596824807337117,-0.0418646379988342,-0.0995620659606747,-0.0747976562054979
"KEAP1",-0.0413684533446387,0.107357674109591,0.0651200276217994,-0.0583903936194382,0.0613788391160526,-0.0993965090610478,-0.174502320529278
"ZEB",-0.150509777878515,-0.13328437590227,-0.119005621364185,0.0217393682054442,0.051673243924234,0.135098434859186,0.147808032079607
"NRF2",0.0538494274694485,-0.0993965090610478,-0.0583903936194382,0.0617684593297575,-0.0450060431462793,0.1032016840991,0.081992957233398
"miR34",0.0538494274694485,-0.0993965090610478,-0.0583903936194382,0.0617684593297575,-0.0450060431462793,0.1032016840991,0.081992957233398
"Ecadherin",-0.152206000683394,-0.0558145036220688,-0.130208838780267,0.13212814939523,0.0981360609279837,0.0557501121217468,0.0431841224091509
