"","SNAIL","ZEB","Ecadherin","miR34","miR200","KEAP1","NRF2"
"NRF2",0.00732357080723241,-0.0818378578850006,0.0749429018461297,0.0843547867353321,0.0843547867353321,-0.0883121687749059,-0.0836949621741237
"KEAP1",0.00438486383829874,-0.0749429018461297,0.0833254284104745,0.0883121687749059,0.0883121687749059,-0.0834577998428671,0.0204248880131422
"ZEB",-0.0867035873028485,-0.0514544459698916,-0.0259174814364948,-0.00653619746479117,-0.00653619746479117,0.0205951543808909,0.12903473535172
"miR200",0.0570821001197389,-0.0247859217512077,0.0497123201810408,-0.000934998772226742,-0.000934998772226742,-0.0835811302600313,-0.207467352162784
"Ecadherin",0.0868940198393953,-0.00903015139039984,0.0248155019583591,0.0200057728055188,0.0200057728055188,-0.0100250902556154,-0.183525925727979
"SNAIL",-0.105184709339644,0.0762692019807742,-0.0818378578850006,-0.0877557413892701,-0.0877557413892701,0.0843547867353321,0.0803175759773543
"miR34",-0.00732357080723241,0.0818378578850006,-0.0749429018461297,-0.0843547867353321,-0.0843547867353321,0.0883121687749059,0.0836949621741237
