"","ZEB","miR34","miR200","Ecadherin","NRF2","KEAP1","SNAIL"
"ZEB",-0.0842832541698354,-0.0279742160612662,-0.0279742160612662,-0.0147748666663695,0.0288467229159393,0.0293347602789533,0.0721389644816228
"NRF2",-0.0449419546167146,-0.0572681921937482,-0.0572681921937482,0.0350854067222214,-0.0557109563413562,0.0435695620567619,0.0349043144051367
"SNAIL",-0.0386114630513237,-0.0484376432677339,-0.0484376432677339,0.0449419546167146,-0.0385303396012681,0.0572681921937482,-0.0609166793428067
"miR200",-0.0242778459479988,0.0105488009785487,0.0105488009785487,0.0221188665564385,0.0593634678913867,-0.113452026785,0.00362687782793724
"Ecadherin",0.0159454992063688,-0.0361035387723394,-0.0361035387723394,-0.0220951270951271,-0.0724221875162815,0.027539469229519,-0.0395845022464483
"KEAP1",0.0350854067222214,0.0435695620567619,0.0435695620567619,-0.0500795035345,-0.0697572084526513,-0.0643462610858881,-0.0418732480743222
"miR34",0.0449419546167146,0.0572681921937482,0.0572681921937482,-0.0350854067222214,0.0557109563413562,-0.0435695620567619,-0.0349043144051367
