"","ZEB","miR200","Ecadherin","miR34","KEAP1","NRF2","SNAIL"
"ZEB",-0.0850685258167738,-0.0162133354693911,-0.0139436496943679,-0.00705341404606048,0.0190100096946368,0.032649184020726,0.0378386342048293
"KEAP1",-0.0690203905151396,-0.0222646355546448,0.069138454269567,0.085472376262352,0.0232355093410525,-0.147832347370216,0.0127804581730934
"SNAIL",-0.0689471128733736,-0.0219516848820642,0.0694368643698365,0.0855442114283448,0.0230256705622551,-0.0500135415822971,-0.0884006608314844
"Ecadherin",-0.02675031252671,0.0397565994395164,0.0280429094714809,0.0988383721420707,-0.0362150669218087,-0.13447570661687,0.039176947199049
"miR200",0.0260448657329519,-0.0092922865786533,-0.0274187617093994,-0.0228496982106535,-0.0939335198729596,0.141061031467123,-0.0233040784126152
"NRF2",0.0694368643698365,0.0230256705622551,-0.0690203905151396,-0.0860812042684403,-0.0222646355546448,0.0504540702166584,-0.0105134556542017
"miR34",0.0694368643698365,0.0230256705622551,-0.0690203905151396,-0.0860812042684403,-0.0222646355546448,0.0504540702166584,-0.0105134556542017
