"","Ecadherin","NRF2","miR200","SNAIL","KEAP1","miR34","ZEB"
"miR200",0.561091851598086,0.61981421567716,0.420351488278098,0.020419606459949,-0.507286972149065,-0.434128153081747,-0.579148770145682
"Ecadherin",0.459320282891711,0.530017487834198,0.343999707311259,-0.0232190705540707,-0.335178071767151,-0.29250245199979,-0.473538849284191
"SNAIL",0.145851859184244,0.0641883035142382,-0.00013705796092315,-0.0254514642420961,0.0019270340945747,-0.164458351125617,-0.148989896550469
"KEAP1",0.138207490595868,-0.0453135856441376,-0.00481896712349403,0.0734763283583798,0.00967333605553287,-0.159284493677101,-0.142103594491971
"NRF2",-0.142103594491971,-0.0599298600487463,0.0019270340945747,-0.07523955253974,-0.00481896712349403,0.16141539169841,0.145851859184244
"miR34",-0.142103594491971,-0.0599298600487463,0.0019270340945747,-0.07523955253974,-0.00481896712349403,0.16141539169841,0.145851859184244
"ZEB",-0.655906714318384,-0.598768389111164,-0.477204871511617,-0.110753060264238,0.462919157225903,0.535531754014261,0.573205129204669
