"","KEAP1","Ecadherin","miR34","miR200","SNAIL","ZEB","NRF2"
"miR200",0.332300979419239,0.25869519031865,0.231817108451497,0.231817108451497,0.011379751346802,-0.258989596599317,-0.377817103933855
"SNAIL",-0.0346394391126834,0.0813763734527469,-0.0289115154849984,-0.0289115154849984,-0.0583226765271638,-0.0791452833021937,-0.0163970064719438
"KEAP1",-0.0382649212246664,0.0827878936560723,-0.0264202610304916,-0.0264202610304916,0.044798461524512,-0.078183407233404,-0.117028925823855
"NRF2",0.0264202610304916,-0.078183407233404,0.0346394391126834,0.0346394391126834,-0.0344710056051165,0.0813763734527469,0.0147817348126193
"miR34",0.0264202610304916,-0.078183407233404,0.0346394391126834,0.0346394391126834,-0.0344710056051165,0.0813763734527469,0.0147817348126193
"ZEB",-0.249936495306638,-0.249867363496079,-0.248122436349722,-0.248122436349722,0.0648762357273883,0.150625461359621,0.280364176401871
"Ecadherin",-0.213228271205678,-0.217420991706706,-0.211103351695053,-0.211103351695053,0.101978448805376,0.218321892607607,0.148159898622376
