"","NRF2","ZEB","SNAIL","miR34","miR200","KEAP1","Ecadherin"
"ZEB",-0.0958623832539847,-0.0830481352694739,-0.028019658800884,-0.011886379802199,-0.011886379802199,0.0121131371718135,0.0167451107677418
"NRF2",0.0764833573104044,-0.0700066341400443,-0.0142012100914297,0.0873866083151185,0.0873866083151185,-0.0866255733075082,-0.0695901602853475
"miR200",0.208315917021501,-0.0284237773568548,-0.0299831456898214,0.0276201137875207,0.0276201137875207,-0.127942694432682,-0.0291107253450785
"Ecadherin",-0.0298030371350846,0.000910157959847401,0.0643354462293654,0.0127740082023378,0.0127740082023378,-0.0128383997026597,0.000322613894042465
"KEAP1",-0.177232420980816,0.0695901602853475,0.0154606559352584,-0.0866255733075082,-0.0866255733075082,0.0864313985502266,0.0694720965309201
"SNAIL",-0.0766302001885248,0.0697345499753427,-0.0857658843475305,-0.0872076107017534,-0.0872076107017534,0.0873866083151185,0.0700066341400443
"miR34",-0.0764833573104044,0.0700066341400443,0.0142012100914297,-0.0873866083151185,-0.0873866083151185,0.0866255733075082,0.0695901602853475
