"","NRF2","ZEB","KEAP1","miR34","miR200","Ecadherin","SNAIL"
"ZEB",-0.104067221657434,-0.082702922943665,-0.0380891703232053,-0.0278850886905522,-0.0278850886905522,0.00983096173356908,0.0901728908592659
"SNAIL",-0.0174050917903322,-0.0339665503016531,-0.0679023635343999,-0.0436780198589822,-0.0436780198589822,-0.0516882988958849,-0.0427990999673556
"Ecadherin",-0.00403946326074256,-0.0109596244689412,0.0233792799219982,0.0437913855240588,0.0437913855240588,-0.0258832437403866,0.0403214949909228
"miR200",0.204656508184427,-0.00518103919003567,0.127165108257568,0.0449070437414389,0.0449070437414389,-0.0181349155393978,-0.0676668795572121
"KEAP1",0.117985863622898,0.029985383578902,0.0745326778492467,0.0382219982375962,0.0382219982375962,0.056549728325065,-0.0624727521847261
"NRF2",0.0146150771060444,0.0516882988958849,0.0382219982375962,0.0679023635343999,0.0679023635343999,0.029985383578902,-0.0336734238891761
"miR34",0.0146150771060444,0.0516882988958849,0.0382219982375962,0.0679023635343999,0.0679023635343999,0.029985383578902,-0.0336734238891761
