"","SNAIL","ZEB","Ecadherin","miR34","miR200","KEAP1","NRF2"
"ZEB",-0.0754970335369647,-0.0727174647315809,-0.026616328055003,-0.00384480624239568,-0.00384480624239568,0.00467624993098223,0.0972114706998428
"miR34",0.0206928274982451,-0.0380686117383296,0.0372819389016799,-0.0421905228876087,-0.0421905228876087,0.0415816948815204,0.0134779677059465
"SNAIL",-0.0786161557199188,-0.0366719130261946,0.0380686117383296,-0.040639210238444,-0.040639210238444,0.0421905228876087,0.0133311248278261
"miR200",0.0593311083952862,-0.0320400203040363,0.0341989996955966,-0.00460774275360486,-0.00460774275360486,-0.0928116120851048,-0.194992996287413
"Ecadherin",0.0206976890148627,0.016409532496489,-0.0178588078588079,-0.0848144733750602,-0.0848144733750602,0.0829471198657235,0.00204690187963515
"KEAP1",-0.0236315344671788,0.0372819389016799,-0.0352748550764143,0.0415816948815204,0.0415816948815204,-0.0386690735222971,0.0876456277996714
"NRF2",-0.0206928274982451,0.0380686117383296,-0.0372819389016799,0.0421905228876087,0.0421905228876087,-0.0415816948815204,-0.0134779677059465
