"","NRF2","ZEB","miR200","miR34","Ecadherin","KEAP1","SNAIL"
"NRF2",0.0835389433157026,-0.0741663797368068,0.0975993565555917,-0.0275023692787879,-0.0744903038460155,-0.098055977560158,-0.0387891233543088
"miR34",0.0835389433157026,-0.0741663797368068,0.0975993565555917,-0.0275023692787879,-0.0744903038460155,-0.098055977560158,-0.0387891233543088
"ZEB",-0.118339386026369,-0.0657050637545629,-0.0439145420686823,-0.00729395128370042,0.0342719635829055,0.0438389562788108,0.0788729496505492
"miR200",0.229601563129482,-0.0443943622406598,0.0544741270501756,-0.000713856380242147,-0.0440999559599925,-0.154151546405014,-0.0661339841701829
"Ecadherin",-0.0149119083011749,-0.00912635226299823,0.0307963427848234,0.0808759161330603,-0.00908718265861123,-0.0309895172857892,0.0230505393966859
"SNAIL",-0.0839794719500639,0.074257074458374,-0.09753969068447,0.0278603645055182,0.0741663797368068,0.0975993565555917,-0.0609147265963328
"KEAP1",-0.182415347810085,0.0744903038460155,-0.098055977560158,0.0281111972848761,0.0743722400915881,0.0970851037737502,0.0383693080730326
