"","SNAIL","KEAP1","miR200","Ecadherin","miR34","ZEB","NRF2"
"miR34",0.0446217953680636,0.113372195917614,0.108958192873474,0.0891520990016577,-0.0188311541618264,-0.0930854631849062,-0.0990497348216298
"SNAIL",-0.0566615215124893,0.108958192873474,0.112359147527412,0.0930854631849062,-0.0171605097704183,-0.0902739268163228,-0.0986092061872686
"miR200",0.0775890329534956,0.180797746671337,0.0928945208648849,0.0991333379300832,0.025324716277171,-0.0895160660949507,-0.284081212076136
"KEAP1",0.0421868667366614,0.10657607941276,0.113372195917614,0.0939927129331807,-0.0170046701435616,-0.0891520990016577,-0.196428011975188
"Ecadherin",0.110714442572861,0.152397387598397,0.165082513161822,0.0882349396635111,0.0536283362727215,-0.0779333337097312,-0.279439760039089
"ZEB",-0.0978309231941958,-0.0893314936844019,-0.0784471399429053,-0.0722859070606737,-0.032163794309938,-0.0175831487628963,0.175344035442129
"NRF2",-0.0446217953680636,-0.113372195917614,-0.108958192873474,-0.0891520990016577,0.0188311541618264,0.0930854631849062,0.0990497348216298
