"","Ecadherin","miR34","miR200","NRF2","SNAIL","KEAP1","ZEB"
"miR200",0.494967694832882,0.425353582991224,0.344017333630984,-0.110314423309347,-0.120209736952872,-0.439662494921306,-0.500757685019339
"Ecadherin",0.325128680842967,0.311077216288655,0.152477768979581,-0.258372174228703,-0.1874424056756,-0.150224066468312,-0.327047991457929
"SNAIL",0.258018919800444,0.0991104755171123,0.203895838354695,-0.0563276578620992,-0.107580457090938,-0.204910158163765,-0.259306784846698
"NRF2",0.253160058162313,0.0918312392402627,0.204910158163765,-0.0535376431778114,-0.0121543300754725,-0.199278499107448,-0.258018919800444
"KEAP1",-0.249500081775064,-0.0927444812493951,-0.199278499107448,-0.0487095478334246,0.000483465255993076,0.200637722408419,0.253160058162313
"miR34",-0.253160058162313,-0.0918312392402627,-0.204910158163765,0.0535376431778114,0.0121543300754725,0.199278499107448,0.258018919800444
"ZEB",-0.4918803604573,-0.46669670069196,-0.33317422165413,0.21645712258277,0.221900614935855,0.331360162697214,0.394843833923875
