"","ZEB","miR34","miR200","KEAP1","Ecadherin","NRF2","SNAIL"
"SNAIL",-0.0879063737791734,-0.186671229051467,-0.276932153742677,-0.275858168062486,0.0892667946026814,0.0762576790043581,0.322452043689022
"KEAP1",-0.0871844253291969,-0.184781446536746,-0.27616258206553,-0.272861611191744,0.0901360191898817,-0.0242042985897286,0.421529527582289
"ZEB",-0.086471787110512,-0.035683608316514,-0.0163815105166949,-0.0149453805091363,-0.0108863566983554,0.0457781126254619,0.102763237280902
"Ecadherin",-0.0307655217593106,-0.00245518685362299,-0.149211606239265,-0.147086686728641,0.0343299557585272,-0.10201300041824,0.17583019257085
"miR200",-0.0270250235074943,-0.00298782858805981,-0.0377752288738434,0.0636763840293824,0.029478409179722,-0.131183844356433,0.0592545209011179
"NRF2",0.0892667946026814,0.188282207571753,0.275858168062486,0.27616258206553,-0.0871844253291969,-0.0731739785638294,-0.420773860075991
"miR34",0.0892667946026814,0.188282207571753,0.275858168062486,0.27616258206553,-0.0871844253291969,-0.0731739785638294,-0.420773860075991
