"","NRF2","ZEB","miR200","Ecadherin","miR34","KEAP1","SNAIL"
"ZEB",-0.0971272648142482,-0.0905576032876183,-0.0245044868112597,-0.00928158807466059,0.00711111111111111,0.0249580015504887,0.0722222978149562
"KEAP1",-0.0872138387927862,-0.0675733353260574,-0.0208260118451398,0.0676913990804848,0.0821541584240843,0.0214085361169845,0.00439351440071067
"SNAIL",0.0125584722501283,-0.0675651933658612,-0.0208588871044185,0.0676196101988016,0.0820944925529626,0.0209782188466619,-0.095693846962856
"Ecadherin",0.194117881474178,0.00521876161627714,0.0916446632617155,-0.00502291359434217,0.00198145242701745,-0.0911939227594618,-0.0852818209784656
"miR200",0.000110788816372573,0.0218038666951516,-0.014241096350163,-0.0220001375489298,-0.0112264655515047,-0.086242774617579,0.00341202330529197
"NRF2",-0.0124116293720078,0.0676196101988016,0.0209782188466619,-0.0675733353260574,-0.0821541584240843,-0.0208260118451398,-0.00414162523194492
"miR34",-0.0124116293720078,0.0676196101988016,0.0209782188466619,-0.0675733353260574,-0.0821541584240843,-0.0208260118451398,-0.00414162523194492
