"","ZEB","miR34","miR200","Ecadherin","KEAP1","NRF2","SNAIL"
"ZEB",-0.103645279940645,-0.00736953707357192,-0.00736953707357192,0.00371419792823982,0.00721836549382892,0.0150764164378184,0.0627966078864189
"NRF2",-0.0676196101988016,-0.0375788186480816,-0.0375788186480816,0.0675733353260574,0.0363611626359051,-0.055834967163197,0.0307428495411763
"SNAIL",-0.0675651933658612,-0.0369821599368644,-0.0369821599368644,0.0676196101988016,0.0375788186480816,-0.0548070670163541,-0.0685003225549079
"miR200",-0.0170419227440222,-0.014241096350163,-0.014241096350163,0.0169437873171331,-0.086242774617579,0.103282881810801,0.0547565534689627
"Ecadherin",0.00893740937219198,-0.0239719873918061,-0.0239719873918061,-0.00897657897657898,0.0233924638889085,-0.0715001567544062,-0.0428055478330319
"KEAP1",0.0675733353260574,0.0363611626359051,0.0363611626359051,-0.0676913990804848,-0.0388854344805652,-0.046412223848039,-0.032338147610026
"miR34",0.0676196101988016,0.0375788186480816,0.0375788186480816,-0.0675733353260574,-0.0363611626359051,0.055834967163197,-0.0307428495411763
