"","NRF2","ZEB","miR34","miR200","Ecadherin","KEAP1","SNAIL"
"ZEB",-0.101998738540566,-0.0758584770922785,-0.00843285697353549,-0.00843285697353549,0.0107944059768693,0.026649032332568,0.0380708470138249
"NRF2",-0.0142405452708384,-0.0525534661879072,-0.0683466303984223,-0.0683466303984223,-0.0282591579972548,0.035165504066611,0.0267230443477459
"SNAIL",-0.017324245711367,-0.0322922653897937,-0.0406616661979449,-0.0406616661979449,-0.0525534661879072,0.0683466303984223,-0.0450110787190523
"miR200",0.197768263885015,-0.0222913128786537,0.00689815126176531,0.00689815126176531,-0.029945876176004,-0.0964142802940234,0.0411229565790228
"Ecadherin",0.00588211852582199,-0.00896422911950862,0.101276431124951,0.101276431124951,-0.00994346922918352,-0.0999242096181896,-0.0843056802878538
"KEAP1",-0.0820141363771017,0.0282591579972548,0.035165504066611,0.035165504066611,0.0574209053408203,-0.0749713293093295,-0.0605601560186108
"miR34",0.0142405452708384,0.0525534661879072,0.0683466303984223,0.0683466303984223,0.0282591579972548,-0.035165504066611,-0.0267230443477459
