"","SNAIL","ZEB","Ecadherin","miR200","KEAP1","miR34","NRF2"
"SNAIL",-0.0268604070790787,-0.0867554573429519,0.0865922068441309,-0.0383061894868872,0.0379481942601568,-0.125100944120111,-0.0173263856589274
"ZEB",-0.090877194706743,-0.0629561369991568,-0.0372506169636275,-0.00500856018049105,0.00425270228177601,0.0500558280545582,0.10398301577184
"Ecadherin",0.129016541198661,-0.048173995534244,0.047743129885987,0.021283621694953,-0.0223782772004263,-0.142580015967275,-0.207943974195925
"miR200",-0.0048538794281383,0.0242229947457204,-0.023830453038164,-0.0117206304097015,-0.087150337332234,0.0161477594454575,0.000110788816372573
"NRF2",-0.0735673652144389,0.0865922068441309,-0.0867310314623632,0.0379481942601568,-0.038252608263201,0.124921946506746,0.017179542780807
"miR34",-0.0735673652144389,0.0865922068441309,-0.0867310314623632,0.0379481942601568,-0.038252608263201,0.124921946506746,0.017179542780807
"KEAP1",-0.0728116977081417,0.0867310314623632,-0.0866129677079358,0.038252608263201,-0.0384467830204825,0.125074153508268,0.117554074616013
