"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
3,1,5,3,3,"grhlovol_1"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_10"
3,1,5,3,3,"grhlovol_11"
4,1.33333333333333,4,2.66666666666667,3,"grhlovol_12"
3,1,5,3,3,"grhlovol_13"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_14"
3,1,5,3,3,"grhlovol_15"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_16"
3,1,5,3,3,"grhlovol_17"
1,1,7,3,4,"grhlovol_18"
3,1,5,3,3,"grhlovol_19"
3,1,5,3,3,"grhlovol_2"
1,1,7,3,4,"grhlovol_20"
3,1,5,3,3,"grhlovol_21"
0,0,8,4,5,"grhlovol_22"
3,1,5,3,3,"grhlovol_23"
0,0,8,4,5,"grhlovol_24"
3,1,5,3,3,"grhlovol_25"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_26"
3,1,5,3,3,"grhlovol_27"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_28"
3,1,5,3,3,"grhlovol_29"
3,1,5,3,3,"grhlovol_3"
4,1.33333333333333,4,2.66666666666667,3,"grhlovol_30"
3,1,5,3,3,"grhlovol_31"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_32"
3,1,5,3,3,"grhlovol_33"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_34"
3,1,5,3,3,"grhlovol_35"
1,1,7,3,4,"grhlovol_36"
3,1,5,3,3,"grhlovol_37"
1,1,7,3,4,"grhlovol_38"
0,0,8,4,5,"grhlovol_39"
0,0,8,4,5,"grhlovol_4"
0,0,8,4,5,"grhlovol_40"
0,0,8,4,5,"grhlovol_41"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_42"
0,0,8,4,5,"grhlovol_43"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_44"
0,0,8,4,5,"grhlovol_45"
4,1.33333333333333,4,2.66666666666667,3,"grhlovol_46"
0,0,8,4,5,"grhlovol_47"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_48"
0,0,8,4,5,"grhlovol_49"
3,1,5,3,3,"grhlovol_5"
2,0.666666666666667,6,3.33333333333333,3,"grhlovol_50"
0,0,8,4,5,"grhlovol_51"
1,1,7,3,4,"grhlovol_52"
0,0,8,4,5,"grhlovol_53"
1,1,7,3,4,"grhlovol_54"
0,0,8,4,5,"grhlovol_55"
0,0,8,4,5,"grhlovol_6"
3,1,5,3,3,"grhlovol_7"
2,0.666666666666667,6,3.33333333333333,5,"grhlovol_8"
3,1,5,3,3,"grhlovol_9"
3,1.66666666666667,5,2.33333333333333,2,"wild"
