"","miR200","SNAIL","ZEB","OVOL2","GRHL2","Ecad","miR34","NRF2","KEAP1"
"miR34",-0.00710226752918975,0.0381343711277153,-0.0831097089638295,0.0654100451376137,0.0780926484305299,0.0780926484305299,-0.0225377316613405,-0.0539825788489486,0.00695202069510518
"SNAIL",-0.00674861071775956,-0.0633189941890619,-0.0791153735062927,0.0712505130531854,0.0831097089638295,0.0831097089638295,-0.0192024478696494,-0.0497817097036081,0.00710226752918975
"KEAP1",-0.00695202069510518,0.0357849478043492,-0.0780926484305299,0.0729280677946682,0.084462564009962,0.084462564009962,-0.0186039842493322,-0.147755472621842,0.00747285402843851
"ZEB",-0.102769181848335,-0.074276171295101,-0.0645000238524182,-0.0323167172542569,-0.0260393511890466,-0.0260393511890466,-0.0119681401872973,0.0304573639961838,0.103789532488168
"OVOL2",0.0870974086153475,0.0534998340058024,-0.0356860513940151,-0.0445846133881028,0.0500015793443256,0.0500015793443256,0.0436218882276064,0.0348212678722264,-0.0857215328662127
"Ecad",0.0882857235000409,0.092454954954955,-0.0352085163935171,0.0493494325887975,0.046089180082094,0.046089180082094,0.0361361441506274,-0.127076183921415,-0.0872433517659134
"GRHL2",0.103789532488168,0.0702202902676112,-0.0260393511890466,0.0462592196162491,0.0381038023471534,0.0381038023471534,0.0201309290753216,-0.0203285921337967,-0.102610246895961
"miR200",-0.100119951455992,-0.0571562641666448,0.0358675855671814,-0.049921517848141,-0.0462948726188081,-0.0462948726188081,-0.012905884030353,0.128525901830698,-0.000776697906915248
"NRF2",0.00710226752918975,-0.0381343711277153,0.0831097089638295,-0.0654100451376137,-0.0780926484305299,-0.0780926484305299,0.0225377316613405,0.0539825788489486,-0.00695202069510518
