"","GRHL2","miR34","miR200","OVOL2","SNAIL","NRF2","KEAP1","ZEB","Ecad"
"GRHL2",0.316571523581715,0.31455698751843,0.167146789143664,0.160027140907392,-0.105346087272262,-0.149088248309886,-0.161763094048808,-0.315262359432671,-0.316571523581715
"miR200",0.304719921211561,0.305730657731347,0.166189943960708,0.15533319571022,-0.0901439338415418,-0.0406951193126622,-0.259535861846503,-0.302671538599641,-0.304719921211561
"Ecad",0.277360217956549,0.26719733861933,0.172630311976362,0.140715144602136,-0.135924672006762,-0.0229133856181258,-0.171804536966209,-0.277759069264781,-0.277360217956549
"SNAIL",0.104350270122939,-0.014256371530522,-0.0264051115371666,0.0828750509046304,-0.0512727659759498,-0.0688634606514782,0.0353879945474934,-0.100472557598469,-0.104350270122939
"KEAP1",0.105633750225385,-0.0116820780178642,-0.0235614223216939,0.0849055990889992,0.0543342418676769,-0.164762736009952,0.0400978806550272,-0.0987266128500971,-0.105633750225385
"OVOL2",0.0992349774071312,0.101326435514297,-0.025325803181147,-0.0272841091707485,-0.0605295705816069,-0.0660969909423195,0.0322389457488857,-0.0962784556680008,-0.0992349774071312
"NRF2",-0.0987266128500971,0.0233650120610467,0.0353879945474934,-0.0762547237027994,-0.0334457326835676,0.0793414905887066,-0.0235614223216939,0.104350270122939,0.0987266128500971
"miR34",-0.0987266128500971,0.0233650120610467,0.0353879945474934,-0.0762547237027994,-0.0334457326835676,0.0793414905887066,-0.0235614223216939,0.104350270122939,0.0987266128500971
"ZEB",-0.315262359432671,-0.311825682561617,-0.164040638853343,-0.157800119716948,0.111655235537246,0.15372019141963,0.167146789143664,0.217272576376876,0.315262359432671
