"","miR200","miR34","GRHL2","Ecad","OVOL2","ZEB","NRF2","SNAIL","KEAP1"
"SNAIL",-0.129013098823633,-0.149780937089624,0.135008328564159,0.135008328564159,0.103562416208326,-0.114770084572323,-0.118644760239059,0.361716575823836,0.136553062043325
"KEAP1",-0.128375341502437,-0.147198163323237,0.136331408540095,0.136331408540095,0.105956442443592,-0.111388968018222,-0.214492566062722,0.460487800633544,0.13788054983577
"OVOL2",0.15163186066606,0.131890749767715,0.11719710765445,0.11719710765445,-0.0136181848762301,-0.0961536293935804,0.0211673921373258,-0.136539527896165,-0.14384085872464
"Ecad",0.112872729695246,0.0636451509886289,0.0947433861002062,0.0947433861002062,0.0840061494196207,-0.0546508525966963,-0.130378845090438,0.154456224493538,-0.0979410930362502
"GRHL2",0.165310081670655,0.097673282685217,0.0841985924196182,0.0841985924196182,0.0796223842881026,-0.0401301130641298,-0.0083569973391401,-0.127278736085508,-0.148953903239618
"miR200",0.172731182225239,0.106478626683332,0.0776341259327448,0.0776341259327448,0.0761678191975007,-0.0346180910824343,0.097684389338989,-0.180623271602059,-0.256827454051572
"ZEB",-0.151436695346736,-0.0585401412954418,-0.0401301130641298,-0.0401301130641298,-0.0327604596019102,-0.0207602206451517,0.0457008374313946,0.149698745098577,0.165310081670655
"NRF2",0.136553062043325,0.17047530026497,-0.111388968018222,-0.111388968018222,-0.0787679769441067,0.135008328564159,0.137862529432685,-0.44968045334606,-0.128375341502437
"miR34",0.136553062043325,0.17047530026497,-0.111388968018222,-0.111388968018222,-0.0787679769441067,0.135008328564159,0.137862529432685,-0.44968045334606,-0.128375341502437
