"","ZEB","OVOL2","miR200","Ecad","miR34","GRHL2","NRF2","KEAP1","SNAIL"
"SNAIL",-0.0903928747796505,0.0795876494213515,-0.0290500122272912,0.0966363668034749,-0.0199955099447981,-0.0966363668034749,-0.0632823074200635,0.0408480034566023,-0.0478038801422967
"KEAP1",-0.0885863225724626,0.0822702948285039,-0.0256301455471797,0.0989470286353943,-0.0165843884554717,-0.0989470286353943,-0.159289863360019,0.045291603880513,0.0576623497567182
"OVOL2",-0.0856479576517083,-0.0307691346478591,-0.0284446441201717,0.0907709390181679,0.0944009295549015,-0.0907709390181679,-0.0602204993935492,0.0380926562751476,-0.0566788370473197
"ZEB",-0.0678237639719694,-0.0323400154284593,-0.0320366891399162,-0.0247988061865923,-0.0247288396867056,0.0247988061865923,0.0435117937803467,0.0459213500565406,0.0522447403105552
"Ecad",-0.0362343887856422,0.0489200875595152,0.0515903105120394,0.0459504066541808,0.0492128127858138,-0.0459504066541808,-0.134267360914991,-0.0333284992219352,0.0661935496263854
"GRHL2",0.0247988061865923,-0.0435156126750513,-0.0459213500565406,-0.0343456339811542,-0.0383853644707691,0.0343456339811542,0.0271942846509982,0.028026973026973,0.0307035055201091
"miR200",0.0358468269746673,-0.0476087509063068,-0.0338582849668223,-0.0435676537426717,-0.0275034063166649,0.0435676537426717,0.139646014344776,-0.0805982196737314,-0.0340828379080222
"NRF2",0.0966363668034749,-0.0702208612548685,0.0408480034566023,-0.0885863225724626,0.0316982600910825,0.0885863225724626,0.0770920611622171,-0.0256301455471797,-0.033612798282989
"miR34",0.0966363668034749,-0.0702208612548685,0.0408480034566023,-0.0885863225724626,0.0316982600910825,0.0885863225724626,0.0770920611622171,-0.0256301455471797,-0.033612798282989
