"","OVOL2","SNAIL","GRHL2","Ecad","miR34","ZEB","miR200","KEAP1","NRF2"
"OVOL2",0.366946115123027,0.154545894720788,0.209794345100194,0.209794345100194,0.176879430972609,-0.2105446556592,-0.140341261212378,0.140130237324474,-0.181800989063638
"miR34",0.127103023577678,0.0424548589298496,0.0929183731961632,0.0929183731961632,-0.0129397469107887,-0.0936387068243699,-0.0350781109317586,0.0344127320950983,-0.0700532627147327
"SNAIL",0.127721824967862,-0.0573052652411677,0.0936387068243699,0.0936387068243699,-0.012569159822823,-0.0935928906720937,-0.0349225019347293,0.0350781109317586,-0.0693289749310533
"KEAP1",0.126691077130717,0.0416432399635959,0.0933021030503458,0.0933021030503458,-0.0127918616697358,-0.0929183731961632,-0.0344127320950983,0.0357148154284317,-0.16704959971107
"Ecad",0.180088938765475,0.106767518148115,0.0707681451753542,0.0707681451753542,0.052422061137205,-0.0703373857624633,0.0200454565940946,-0.0189760102694703,-0.169995005819106
"GRHL2",0.173614293906991,0.0875273972416482,0.0667805270206388,0.0667805270206388,0.0405061681559502,-0.0663374253086549,0.00891553890112134,-0.00790716426430712,-0.0698919111998358
"ZEB",-0.173965218458212,-0.0877076586206478,-0.0663374253086549,-0.0663374253086549,-0.0400781858977602,-0.0328001053753496,-0.00806430715186829,0.00891553890112134,0.0725250074904374
"miR200",-0.178460636641989,-0.0728768937269012,-0.0736792635605466,-0.0736792635605466,-0.0314377075314873,0.0734846208689162,-0.00189504524183703,-0.0987499130718329,0.177261142469948
"NRF2",-0.127103023577678,-0.0424548589298496,-0.0929183731961632,-0.0929183731961632,0.0129397469107887,0.0936387068243699,0.0350781109317586,-0.0344127320950983,0.0700532627147327
