"","KEAP1","SNAIL","ZEB","OVOL2","GRHL2","Ecad","NRF2","miR34","miR200"
"ZEB",-0.121609953039855,-0.0832048561558325,-0.0686048114261886,-0.0328749538997379,-0.0252782908095972,-0.0252782908095972,0.020546720079232,0.0344319672439067,0.11952979068572
"OVOL2",0.0871768104600042,0.0540891253584972,-0.0375256876167249,-0.0472945736469031,0.0472101596664144,0.0472101596664144,0.0348132264003325,-0.0481237317205623,-0.0905109878888891
"SNAIL",0.101380021068862,-0.0453818545373518,-0.0363638944283367,0.0536437658084515,0.0487300904381663,0.0487300904381663,0.0423391586552519,-0.104417927550845,-0.105397562446709
"miR200",0.0283763461765746,0.070242968971117,-0.0334768909435522,0.0444085276851247,0.0387507810167749,0.0387507810167749,-0.113949662195867,-0.0493985499326642,-0.130248298355275
"GRHL2",0.118824104466962,0.0779547434924706,-0.0252782908095972,0.0428628065114264,0.0335562364289326,0.0335562364289326,-0.012109280140735,-0.042423563228655,-0.121609953039855
"Ecad",0.148453909435993,0.115597255037554,-0.0251424340085311,0.0450065541357454,0.0363102706390352,0.0363102706390352,-0.0992288822922746,-0.13378211295625,-0.152068367267318
"KEAP1",-0.0998678269284882,-0.0522544068619036,0.0321371421252635,-0.0601291375105032,-0.054316727697021,-0.054316727697021,0.0523680752021509,0.10925072031127,0.106638660261822
"NRF2",-0.106638660261822,-0.064001523478734,0.0487300904381663,-0.0338675515166824,-0.0321371421252635,-0.0321371421252635,-0.0258736830396073,0.0889312881905958,0.101380021068862
"miR34",-0.106638660261822,-0.064001523478734,0.0487300904381663,-0.0338675515166824,-0.0321371421252635,-0.0321371421252635,-0.0258736830396073,0.0889312881905958,0.101380021068862
