"","OVOL2","ZEB","GRHL2","Ecad","miR34","KEAP1","miR200","SNAIL","NRF2"
"OVOL2",0.253272039851044,-0.0846793449514274,0.0910545002309305,0.0910545002309305,0.0986158659001703,-0.161885645301599,-0.154212816737405,-0.0845512744619423,0.0278396922721751
"ZEB",-0.139474266551594,-0.063371203986362,-0.0255427481134191,-0.0255427481134191,-0.0243050859602157,-0.0210138190300556,-0.00763651478517142,0.0422836585890527,0.108006394607185
"SNAIL",0.0800157644150756,-0.0344080619869125,0.0522055545938516,0.0522055545938516,-0.0422463267804567,-0.0696308022665435,-0.0481850532214169,-0.0464746137692911,0.0171302631696618
"miR200",0.148577046399873,-0.0340447439225542,0.0440085959941086,0.0440085959941086,0.0254159129925026,0.0972871830867199,0.00925823861605772,0.0371516341568997,-0.205079143664441
"KEAP1",0.0825754404729887,-0.0301026858967708,0.057577743456249,0.057577743456249,-0.0363080204532701,-0.0760671016333604,-0.0429941849666937,0.0599200176219604,-0.0816643592367423
"GRHL2",0.146006862043563,-0.0255427481134191,0.0393191831587363,0.0393191831587363,0.0396579767858323,0.00445254745254746,0.0210138190300556,-0.0255869483592194,-0.104912025973705
"Ecad",-0.129710458801783,0.0202147209560839,-0.025415742015433,-0.025415742015433,-0.117638769188767,-0.0679228176424369,-0.0741635107519537,0.0867571583989494,0.00726612457280647
"NRF2",-0.0694961407819485,0.0522055545938516,-0.0301026858967708,-0.0301026858967708,0.0668611112548081,0.0429941849666937,0.0696308022665435,-0.0268145071563474,-0.0121085345361515
"miR34",-0.0694961407819485,0.0522055545938516,-0.0301026858967708,-0.0301026858967708,0.0668611112548081,0.0429941849666937,0.0696308022665435,-0.0268145071563474,-0.0121085345361515
