"","miR34","GRHL2","Ecad","miR200","NRF2","SNAIL","OVOL2","ZEB","KEAP1"
"Ecad",0.161613121804121,0.255946946682636,0.255946946682636,0.190476928591683,-0.202300706590827,0.0237079912826181,-0.130131740244124,-0.255580003479062,-0.188947214228613
"miR200",0.257300479433032,0.242625470490235,0.242625470490235,0.250243927316043,0.0205247039911326,-0.0847597721998204,-0.12212658505639,-0.242356678201793,-0.349001202760435
"SNAIL",-0.029338314717133,0.0859016221514836,0.0859016221514836,-0.0152450158796915,-0.0567218502824775,-0.0530056589963077,-0.0716568100553769,-0.0851893892388258,0.0169567148470136
"KEAP1",-0.0276952222905015,0.0864147523270236,0.0864147523270236,-0.0144883740013386,-0.155055227833624,0.0508139824924883,-0.072526386507768,-0.0847263409686199,0.0187852490013386
"OVOL2",0.0829964879741383,0.0807424610881823,0.0807424610881823,-0.0122126288198501,-0.0527924236124924,-0.0609218026835663,-0.0922344080376872,-0.0803697902807289,0.013132692971112
"NRF2",0.0326345893416698,-0.0847263409686199,-0.0847263409686199,0.0169567148470136,0.0593775721559686,-0.0403483695065849,0.0700547078259966,0.0859016221514836,-0.0144883740013386
"miR34",0.0326345893416698,-0.0847263409686199,-0.0847263409686199,0.0169567148470136,0.0593775721559686,-0.0403483695065849,0.0700547078259966,0.0859016221514836,-0.0144883740013386
"ZEB",-0.258455983526504,-0.251679681162597,-0.251679681162597,-0.25076453322372,0.0861258641377419,0.0987548371283701,0.125817833601585,0.151878712543211,0.250860367261715
"GRHL2",-0.258775024846246,-0.251699822149505,-0.251699822149505,-0.250860367261715,0.0858375689234425,0.097628203509623,0.125993295877196,0.251679681162597,0.250057085771371
