"","KEAP1","ZEB","NRF2","OVOL2","GRHL2","Ecad","miR34","SNAIL","miR200"
"ZEB",-0.0977610917905007,-0.0728991012591787,-0.0290749144253502,-0.0236076334557012,-0.0114304947071187,-0.0114304947071187,-0.00131412231795429,0.0720438193214181,0.0954779867676696
"OVOL2",0.0838595864098157,-0.0304034168996901,-0.0387357564260663,-0.0405651158991991,0.0531065224897522,0.0531065224897522,0.0456736579956237,-0.0516991479348215,-0.087160000016636
"SNAIL",0.0762822778762208,-0.0278292637485558,-0.0365842428003849,0.0502551123197836,0.0428611267999116,0.0428611267999116,0.0741773193732475,-0.0840874560977835,-0.0784325112897163
"KEAP1",0.0754081297221105,-0.024650587181562,-0.140152089728927,0.0546192671124062,0.0466766808116464,0.0466766808116464,0.0767276778024207,0.0174765196001195,-0.0787935463887771
"GRHL2",0.0949068788354503,-0.0114304947071187,0.0132571170007874,0.0448790600989729,0.0304637273355175,0.0304637273355175,0.0142858754889137,-0.0656445403669341,-0.0977610917905007
"miR200",-0.014201337676142,-0.011150385834505,0.11734349947061,0.0453648105700975,0.0308092976891718,0.0308092976891718,0.00199160327657358,-0.0496098834245366,-0.0888032242241255
"Ecad",0.0680935689860536,-0.00997785443296529,0.117525669964276,0.0342508895268489,0.0204756208656392,0.0204756208656392,0.0190182239634157,-0.0836658756061741,-0.0696503579396206
"NRF2",-0.0787935463887771,0.0428611267999116,0.0214707710476085,-0.0299024802946925,-0.024650587181562,-0.024650587181562,-0.0618504225524946,-0.00991564817765043,0.0762822778762208
"miR34",-0.0787935463887771,0.0428611267999116,0.0214707710476085,-0.0299024802946925,-0.024650587181562,-0.024650587181562,-0.0618504225524946,-0.00991564817765043,0.0762822778762208
