"","GRHL2","miR34","NRF2","miR200","OVOL2","SNAIL","KEAP1","ZEB","Ecad"
"miR200",0.321810348426672,0.292504046141505,0.399608232138557,0.151658162319866,0.162990044998915,-0.00830270851513517,-0.24975474876001,-0.322208902509534,-0.321810348426672
"GRHL2",0.318490456713429,0.310753745511137,0.302591925015353,0.16389885083786,0.160761601365821,-0.0857010377496256,-0.160395176252319,-0.318208482896712,-0.318490456713429
"Ecad",0.279369227721607,0.264457153242586,0.174829509598213,0.170266764246385,0.141661815983387,-0.1179563004563,-0.169955406455672,-0.280135022233413,-0.279369227721607
"NRF2",0.0985243332657797,-0.019907965739466,0.0293703582679084,-0.0323654110482486,0.076675973092962,0.0316108558527097,0.0246598948430543,-0.102227100863404,-0.0985243332657797
"SNAIL",0.102227100863404,-0.0149342969272951,0.0307706479830219,-0.0269756812420525,0.0812957916909106,-0.0622511449939109,0.0323654110482486,-0.0999987698208781,-0.102227100863404
"OVOL2",0.09705717566206,0.101177529000382,0.0296752850368621,-0.0256671213505551,-0.0288675531113429,-0.0795394228662028,0.0291869998007957,-0.0956509644819358,-0.09705717566206
"KEAP1",-0.103282583457645,0.01307566760282,-0.130322739220289,0.0246598948430543,-0.0831641296326118,-0.0408803987830813,-0.0365088531763877,0.0985243332657797,0.103282583457645
"miR34",-0.0985243332657797,0.019907965739466,-0.0293703582679084,0.0323654110482486,-0.076675973092962,-0.0316108558527097,-0.0246598948430543,0.102227100863404,0.0985243332657797
"ZEB",-0.318208482896712,-0.309843310525533,-0.303725886191598,-0.162359868933581,-0.159519868338422,0.08795430498712,0.16389885083786,0.219608336940366,0.318208482896712
