"","ZEB","KEAP1","OVOL2","miR34","GRHL2","Ecad","SNAIL","miR200","NRF2"
"ZEB",-0.0967918674448114,-0.0783707207654274,-0.0205893708225878,-0.0106645582039436,-0.000289005639511576,-0.000289005639511576,0.0690563482594722,0.0786920466575296,0.0973017482503232
"SNAIL",-0.0834538735582004,0.272915871821014,0.0718925969689403,-0.194549766094105,0.0854156378965735,0.0854156378965735,0.388821541610197,-0.273552454081588,-0.156495755763733
"KEAP1",-0.0823194670384918,0.269699231313394,0.0731316227227517,-0.191283951156432,0.0861567655803184,0.0861567655803184,0.483134910686919,-0.271391939646728,-0.252787826802303
"OVOL2",-0.0328161166586115,0.0827290117157013,-0.0528239573963768,0.0360540729862742,0.0385453092051953,0.0385453092051953,-0.0419308861136138,-0.0823660506285062,-0.053352012459859
"Ecad",-0.0121398156325016,-0.0148652353353963,-0.0147870948296027,-0.133265002153012,0.00971479967844931,0.00971479967844931,0.264206669355923,0.0143102062302115,-0.0385275966498125
"GRHL2",-0.000289005639511576,0.0786270871985158,0.0257047710115472,0.0146409024573091,0.004357484995,0.004357484995,-0.0664876236087286,-0.0783707207654274,-0.0935154711025238
"miR200",0.00490856757450722,-0.0434762588205982,0.0233869802703658,0.0349451789195138,-0.000691309255849323,-0.000691309255849323,-0.131336093244924,-0.0559102442468864,0.0177172243283404
"NRF2",0.0854156378965735,-0.271391939646728,-0.068188265359209,0.196578242786127,-0.0823194670384918,-0.0823194670384918,-0.484715431831729,0.272915871821014,0.158282332296809
"miR34",0.0854156378965735,-0.271391939646728,-0.068188265359209,0.196578242786127,-0.0823194670384918,-0.0823194670384918,-0.484715431831729,0.272915871821014,0.158282332296809
