"","OVOL2","miR200","ZEB","miR34","GRHL2","Ecad","NRF2","SNAIL","KEAP1"
"SNAIL",0.129840026560054,0.00483809885929987,-0.0902773746561915,-0.0199842541564766,0.0963042812328919,0.0963042812328919,-0.0510922847525863,-0.0505449875154743,0.00192381937524533
"KEAP1",0.130906986015874,0.00685488850198154,-0.0885069856433557,-0.0165795361240478,0.0987141997646143,0.0987141997646143,-0.148208681955898,0.0548493706498725,0.00499406983135179
"OVOL2",0.250210773411649,0.255668868243159,-0.0830405623230748,0.0974631503333368,0.0873685126336338,0.0873685126336338,0.0708753931476622,-0.090785149311325,-0.251085429397882
"ZEB",-0.137155259675152,-0.137051122326862,-0.0685613003172258,-0.025913244195052,-0.0245256763961027,-0.0245256763961027,0.013441181897396,0.0559088198359956,0.144655835106613
"Ecad",0.15457096591551,0.123761049894039,-0.0360006730751911,0.0492930282132596,0.0453178396354974,0.0453178396354974,-0.11196003260652,0.0608431953954342,-0.11354039198149
"GRHL2",0.141433839780429,0.144655835106613,-0.0245256763961027,0.0384959225858387,0.0336092614917724,0.0336092614917724,-0.00131356321586609,-0.0369813750410429,-0.134862637362637
"miR200",-0.148152792359909,-0.136508403067987,0.0355754482039574,-0.0276410773527493,-0.0428884521894982,-0.0428884521894982,0.112165909373434,-0.0283771753153429,0.0286587884699061
"NRF2",-0.126169601875812,0.00192381937524533,0.0963042812328919,0.0311018667954468,-0.0885069856433557,-0.0885069856433557,0.0619083156555317,-0.0325084906840459,0.00685488850198154
"miR34",-0.126169601875812,0.00192381937524533,0.0963042812328919,0.0311018667954468,-0.0885069856433557,-0.0885069856433557,0.0619083156555317,-0.0325084906840459,0.00685488850198154
