"","miR200","GRHL2","Ecad","OVOL2","SNAIL","miR34","ZEB","NRF2","KEAP1"
"OVOL2",0.134802317148534,0.117623799467832,0.117623799467832,-0.0170445987384449,0.083703223770986,0.10323740260733,-0.111149265306341,0.00534083462790958,-0.13553668027844
"miR200",0.131792951904741,0.087560384720161,0.087560384720161,0.0716640885188974,0.038814242864792,0.045191393578727,-0.0787643887983889,0.0528199984897186,-0.232783985411112
"GRHL2",0.140182978300602,0.082208296762974,0.082208296762974,0.0698231824008229,0.0438490259052607,0.0589578328918531,-0.0706876522513929,-0.0383189740433264,-0.141635721421436
"Ecad",0.150370584810344,0.0614779982267042,0.0614779982267042,0.0553989378954959,-0.0313713461474655,0.128486574599032,-0.0557504934404885,-0.120620848787611,-0.150898539325032
"NRF2",-0.021117703239593,0.0392342708593777,0.0392342708593777,0.0390269322443424,0.0268461072737529,-0.0359778353594949,-0.0512777436257116,-0.0424942639474934,0.0232426227502176
"miR34",-0.021117703239593,0.0392342708593777,0.0392342708593777,0.0390269322443424,0.0268461072737529,-0.0359778353594949,-0.0512777436257116,-0.0424942639474934,0.0232426227502176
"SNAIL",-0.0224757453954849,0.0512777436257116,0.0512777436257116,0.0537171077126818,-0.0843433946311433,-0.0302434877878156,-0.042443556445904,-0.0333199520208878,0.021117703239593
"ZEB",-0.141586665092416,-0.0706876522513929,-0.0706876522513929,-0.0556377322726005,-0.054890035368983,-0.0534407525090035,-0.0204952575873917,0.0474867618580487,0.140182978300602
"KEAP1",0.0232426227502176,-0.0555811626475588,-0.0555811626475588,-0.0591093215337348,-0.0112544797641417,0.0284356880657948,0.0392342708593777,-0.0701797287264993,-0.0202478310835509
