"","SNAIL","ZEB","miR200","OVOL2","Ecad","miR34","GRHL2","NRF2","KEAP1"
"miR34",0.0302763628603578,-0.0818875998184191,0.0847886236779062,0.0649086592516992,0.0769716387417099,-0.0213274689269903,-0.0769716387417099,0.00345670035536405,-0.0909058162084921
"SNAIL",-0.0707254714842168,-0.0780265477129587,0.0897115264930144,0.0705795925398233,0.0818875998184191,-0.0177971392995278,-0.0818875998184191,0.0101684338174597,-0.0847886236779062
"KEAP1",0.0291230095925235,-0.0769716387417099,0.0909058162084921,0.0721177220735324,0.0832648083503054,-0.0166247182615067,-0.0832648083503054,-0.0881183912197275,-0.0834839412084921
"ZEB",-0.0754025619520225,-0.0640661282035569,-0.0371602516789627,-0.0321316259304105,-0.0259623996276645,-0.0112464865197174,0.0259623996276645,0.0443983921131048,0.0497708836198838
"OVOL2",0.0750938322067757,-0.0367844762901191,-0.0418330985012438,-0.043176373882884,0.052193171942293,0.0421986073031566,-0.052193171942293,-0.033944122464212,0.0612895009660028
"Ecad",0.0927233785442741,-0.0349185208084846,0.104969031564038,0.0495090864690326,0.0462299439099524,0.0367650902089303,-0.0462299439099524,-0.117479083642419,-0.090768408848457
"GRHL2",0.0732394254040279,-0.0259623996276645,0.0497708836198838,0.0466680006098545,0.0385907984192053,0.0203586178713632,-0.0385907984192053,-0.0268508234027454,-0.0337907092907093
"miR200",0.00201345419699564,-0.0222699749166772,0.0338596611089742,0.0447827357424447,0.0345324644893902,0.0222915746897547,-0.0345324644893902,0.068714891362932,-0.118427853652627
"NRF2",-0.0302763628603578,0.0818875998184191,-0.0847886236779062,-0.0649086592516992,-0.0769716387417099,0.0213274689269903,0.0769716387417099,-0.00345670035536405,0.0909058162084921
