"","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","ZEB","NRF2"
"GRHL2",0.541113335069202,0.541113335069202,0.495776027561689,0.27580816679245,0.268182119416341,-0.125299826213497,-0.252133580705009,-0.553963284716735,-0.464054658957212
"miR200",0.533422065482898,0.533422065482898,0.461356452498455,0.273399995479618,0.248010685859145,-0.0439870626745909,-0.334938481989395,-0.546889486003798,-0.55242918115038
"Ecad",0.502709297195774,0.502709297195774,0.356032575031738,0.261952105792824,0.219830534843599,-0.00110045595120223,-0.202678781763864,-0.511755244866483,-0.52119436930859
"OVOL2",0.157148102004295,0.157148102004295,0.153636112492783,0.002199608178867,0.00375130335798015,-0.0889351446818236,0.00606552790731908,-0.155900897035351,-0.0727040077197315
"SNAIL",0.158560454478151,0.158560454478151,0.0296871177684432,0.112266676026667,-6.33578319251912e-05,-0.0691690640024837,0.0121018356930088,-0.155865631703358,-0.0700033033461415
"KEAP1",-0.152117594826096,-0.152117594826096,-0.0254983916254305,-0.111128960744098,0.000446974134734487,-0.0362207856039245,-0.0218011408014012,0.146668630896702,0.160457774032384
"NRF2",-0.146668630896702,-0.146668630896702,-0.0169506246925704,-0.100933286181792,0.0121018356930088,-0.0206291580943132,-0.000446974134734487,0.158560454478151,0.0655127190873293
"miR34",-0.146668630896702,-0.146668630896702,-0.0169506246925704,-0.100933286181792,0.0121018356930088,-0.0206291580943132,-0.000446974134734487,0.158560454478151,0.0655127190873293
"ZEB",-0.553963284716735,-0.553963284716735,-0.504888158913335,-0.279006979047815,-0.270262281770476,0.133456653613226,0.268182119416341,0.470091460925851,0.481640667029477
