"","OVOL2","SNAIL","GRHL2","Ecad","miR34","ZEB","miR200","KEAP1","NRF2"
"OVOL2",0.281947758678382,0.114473406582205,0.121719453966978,0.121719453966978,0.101757130512754,-0.110355478811698,-0.159374873291426,0.168651483403691,-0.126584934991406
"GRHL2",0.199399123562878,0.0923002005841867,0.0896540615311659,0.0896540615311659,0.0571057130610753,-0.0673982709974298,0.0186020432066895,-0.000434208648494369,-0.0678705087827593
"miR200",0.19394519625011,0.0176738470422839,0.0878494256659167,0.0878494256659167,0.0565754146576522,-0.0647796323579179,0.0229254946737751,-0.104064396671573,0.0354310043201385
"Ecad",0.195640655047134,0.106887783790769,0.084044316388498,0.084044316388498,0.0615726582306798,-0.0609109405110251,0.0279957454682568,-0.00908414400622896,-0.16012326324605
"miR34",0.0745364986793267,0.0354645261239786,0.0353822721108155,0.0353822721108155,-0.0439632289205256,-0.057181842438125,-0.0516795654030607,0.0338001921469972,-0.0595279630079185
"SNAIL",0.0850222153869643,-0.069742190399233,0.057181842438125,0.057181842438125,-0.0286326262288931,-0.039384349831186,-0.037108904772137,0.0516795654030607,-0.0348056066583289
"KEAP1",0.0871008653116645,0.0289288576062511,0.0618596320494188,0.0618596320494188,-0.0253001114996442,-0.0353822721108155,-0.0338001921469972,0.0555449838136638,-0.129125032604988
"ZEB",-0.189127831890587,-0.0978883033331727,-0.0673982709974298,-0.0673982709974298,-0.0413326214728721,-0.0139790261564215,-0.00329678360919251,0.0186020432066895,0.094066933922102
"NRF2",-0.0745364986793267,-0.0354645261239786,-0.0353822721108155,-0.0353822721108155,0.0439632289205256,0.057181842438125,0.0516795654030607,-0.0338001921469972,0.0595279630079185
