"","KEAP1","ZEB","SNAIL","OVOL2","GRHL2","Ecad","NRF2","miR34","miR200"
"ZEB",-0.11507031224751,-0.0711893285605616,-0.0413281593634446,-0.0339797035402263,-0.025586363073486,-0.025586363073486,-0.0203494745757429,-0.0179869703581274,0.113576428714053
"OVOL2",0.0887721847475374,-0.0392343464842792,0.0621450176696871,-0.0485307028523377,0.0462157129439065,0.0462157129439065,-0.0342483721502112,0.0378402045918877,-0.0920725983543577
"miR34",0.0829862080844898,-0.0382559518562428,0.0305033309402702,0.0372068241884517,0.0323795459419246,0.0323795459419246,-0.0264506105263344,-0.0433658012214963,-0.0802173735706456
"SNAIL",0.0802173735706456,-0.0341866445131631,-0.0762555232998878,0.0447765453039895,0.0382559518562428,0.0382559518562428,-0.0333554873974111,-0.0410837649429708,-0.0821129740799114
"KEAP1",0.0788195414178231,-0.0323795459419246,0.0206357529821327,0.0482263916446823,0.0408983487047795,0.0408983487047795,-0.136633760709485,-0.0401419029665421,-0.0829862080844898
"GRHL2",0.112899743114029,-0.025586363073486,0.0360329813553329,0.0399454209109916,0.0302389310493168,0.0302389310493168,0.0149487442278666,0.0198311848161462,-0.11507031224751
"miR200",0.00120716236081083,-0.0244628729717223,-0.0244653213412052,0.0403151183226602,0.029736763044945,0.029736763044945,0.119163906206252,0.0233513397349976,-0.103708342162604
"Ecad",0.081956035921091,-0.0195744277148111,-0.039557984035596,0.0318472871251189,0.021488913994326,0.021488913994326,0.118136379769732,0.100900141328077,-0.0828088855217408
"NRF2",-0.0829862080844898,0.0382559518562428,-0.0305033309402702,-0.0372068241884517,-0.0323795459419246,-0.0323795459419246,0.0264506105263344,0.0433658012214963,0.0802173735706456
