"","OVOL2","GRHL2","Ecad","miR34","ZEB","KEAP1","miR200","SNAIL","NRF2"
"OVOL2",0.354204733330808,0.196860009796761,0.196860009796761,0.201058117883246,-0.195861252032786,-0.139761360982237,0.139246462695751,-0.115297682565422,-0.0448941265151287
"GRHL2",0.164271741225827,0.0579807118417898,0.0579807118417898,0.0551598317668177,-0.0489776906937536,0.00790709290709291,-0.0126071441803795,-0.031713735587057,-0.1135035715041
"Ecad",0.165510272737763,0.0571684536956488,0.0571684536956488,0.0560953455065239,-0.0451710063440215,0.0686785207824109,-0.0749462884824244,0.0686861454398768,-0.224234691636177
"miR200",0.159327163354378,0.0551471444797217,0.0551471444797217,0.0568656475898397,-0.0444603338392546,-0.10416943849714,-0.00138349527665249,-0.0332174833543872,-0.00641943870815047
"ZEB",-0.160330588573647,-0.0489776906937536,-0.0489776906937536,-0.0442268304439635,-0.04357853567127,-0.0126071441803795,0.00870049780797973,0.0456389271147722,0.118827423128163
"SNAIL",0.0847451665077282,0.0561066496692051,0.0561066496692051,-0.0423266932374066,-0.0416079200261546,0.0820279576370053,-0.0896103596740685,-0.035592375476871,-0.0604895938664015
"KEAP1",0.0868035630680784,0.060949783057931,0.060949783057931,-0.0364725144885417,-0.0375422619527891,0.0795114908522875,-0.0917510741856209,0.0718923868898259,-0.157417835430085
"NRF2",-0.0758869822235882,-0.0375422619527891,-0.0375422619527891,0.0646594414332327,0.0561066496692051,-0.0917510741856209,0.0820279576370053,-0.0368219041901249,0.0706779086901581
"miR34",-0.0758869822235882,-0.0375422619527891,-0.0375422619527891,0.0646594414332327,0.0561066496692051,-0.0917510741856209,0.0820279576370053,-0.0368219041901249,0.0706779086901581
