"","SNAIL","GRHL2","Ecad","OVOL2","miR34","miR200","ZEB","KEAP1","NRF2"
"NRF2",0.0330021103555969,0.0277664277014728,0.0277664277014728,0.0291083923577588,-0.0428118619508438,-0.0471248164456515,-0.0564913108052262,0.0223340888216978,-0.057564364396213
"miR34",0.0330021103555969,0.0277664277014728,0.0277664277014728,0.0291083923577588,-0.0428118619508438,-0.0471248164456515,-0.0564913108052262,0.0223340888216978,-0.057564364396213
"miR200",0.0241734452813135,0.0825304899104462,0.0825304899104462,0.0745119648825049,0.0405700057126953,0.041195351279535,-0.0546780476081012,-0.117080202624509,0.0475797972029703
"GRHL2",0.0273082366715964,0.0774876333302041,0.0774876333302041,0.0738117803561697,0.0540202782072921,0.0543969877084363,-0.043832044206337,-0.0252908520051377,-0.0395407854524128
"Ecad",-0.0423926043702163,0.0565127667985576,0.0565127667985576,0.0569374300888335,0.124457686094618,0.096332537419603,-0.0368254662242117,-0.0792890827018556,-0.122891272316743
"OVOL2",0.0315044338369701,0.0703879709068967,0.0703879709068967,-0.028301646964484,0.0585706101061881,-0.0367690298226386,-0.0339705796025489,0.0681947072093188,-0.0292039160026904
"SNAIL",-0.09249527923097,0.0564913108052262,0.0564913108052262,0.060446868241458,-0.0274227455084798,-0.025891261487383,-0.0318963672423955,0.0471248164456515,-0.0257439877665654
"ZEB",-0.0573893542921462,-0.043832044206337,-0.043832044206337,-0.0370861763610286,-0.0360061158852938,-0.0295083243114015,-0.0272885024665217,0.0543969877084363,0.0769615042684805
"KEAP1",-0.00331394290578914,-0.0613044169570369,-0.0613044169570369,-0.0657716261373674,0.0249177477834377,0.0223340888216978,0.0277664277014728,-0.0512403388216978,-0.0795784927466442
