"","miR200","miR34","GRHL2","Ecad","OVOL2","ZEB","NRF2","KEAP1","SNAIL"
"SNAIL",0.348685645068195,-0.0593186039659347,0.2371835872741,0.2371835872741,0.157245717182038,-0.229632252358027,0.0163101657822799,-0.348006623990249,0.252337016119211
"KEAP1",0.349187134829485,-0.0612048546882706,0.23720108376486,0.23720108376486,0.158314483726833,-0.228375297118659,-0.0821248419912117,-0.346452759829485,0.358706223577838
"OVOL2",0.120756338794627,0.12608923794487,0.111001469638297,0.111001469638297,-0.0174959587226797,-0.0930586124954402,0.0120103895816196,-0.118654540871102,-0.132962446911073
"Ecad",0.199106976358346,0.0756591813348129,0.106603606435672,0.106603606435672,0.0874924071206996,-0.0755729746552,-0.114248695146468,-0.194951026717085,0.135167751100587
"GRHL2",0.117875793664548,0.0877068667566578,0.0735170911082596,0.0735170911082596,0.0724187964532695,-0.0366590850659635,-0.0243324977329929,-0.113346653346653,-0.122253654026347
"ZEB",-0.113033356097605,-0.0546744179199913,-0.0366590850659635,-0.0366590850659635,-0.0327643221652414,-0.0319934724872774,0.0531043601200772,0.117875793664548,0.140144595892053
"miR200",0.0846462753207362,0.0891144919520149,0.0591633717684647,0.0591633717684647,0.0646962381826749,-0.0240813437769919,0.0703293500960947,-0.18069787198583,-0.168571167244855
"NRF2",-0.348006623990249,0.0680371528249166,-0.228375297118659,-0.228375297118659,-0.147912835941045,0.2371835872741,-0.00974328987692017,0.349187134829485,-0.350291016401418
"miR34",-0.348006623990249,0.0680371528249166,-0.228375297118659,-0.228375297118659,-0.147912835941045,0.2371835872741,-0.00974328987692017,0.349187134829485,-0.350291016401418
