"","NRF2","SNAIL","ZEB","miR34","GRHL2","Ecad","OVOL2","miR200","KEAP1"
"NRF2",0.0970967101980465,-0.00295201798023085,-0.106200708024295,0.0933957235085669,0.0787395681279218,0.0787395681279218,0.0608809603872717,0.0782380826884227,-0.0999809459638036
"miR200",0.232596749702693,-0.0442247148866676,-0.0301707856256092,0.0685414500122218,0.0949868019385205,0.0949868019385205,0.0897838066090019,0.0688538353359504,-0.117304362314085
"Ecad",0.235684174192455,-0.0583768067350157,-0.0271084419773242,0.150448811907097,0.0909725134514786,0.0909725134514786,0.0875152727075263,0.120698603437376,-0.0698660597795988
"ZEB",-0.147256877968631,-0.0542566719018175,-0.016875421072733,-0.0160331313316714,-0.0137488740244607,-0.0137488740244607,-0.0130319069757183,-0.011764641994197,0.066903037619655
"GRHL2",0.121329528362634,0.0107460815458013,-0.0137488740244607,0.0620606778261077,0.0868203745279854,0.0868203745279854,0.0880892696427449,0.066903037619655,-0.00881040388183245
"OVOL2",-0.020702376514629,0.04267560603553,-0.012377325682417,0.0671276675020009,0.086161176614094,0.086161176614094,-0.0119730366763271,-0.0255924358909606,0.0842486357727872
"KEAP1",-0.186767039868376,0.0202523169977447,0.0787395681279218,-0.111467299965237,-0.107519307191621,-0.107519307191621,-0.0905411045685282,-0.0999809459638036,0.0768038626304703
"SNAIL",-0.087584397305724,-0.080722315306068,0.0801979590551583,-0.110637775390759,-0.106200708024295,-0.106200708024295,-0.0890660922004446,-0.0988916404759456,0.0782380826884227
"miR34",-0.0970967101980465,0.00295201798023085,0.106200708024295,-0.0933957235085669,-0.0787395681279218,-0.0787395681279218,-0.0608809603872717,-0.0782380826884227,0.0999809459638036
