"","NRF2","miR200","ZEB","OVOL2","miR34","GRHL2","Ecad","SNAIL","KEAP1"
"ZEB",-0.109174561103199,-0.101661762195227,-0.0905540219412772,-0.0252011952880673,-0.0211867063816181,-0.00866975567432689,0.00866975567432689,0.0855202938481115,0.102062010236266
"OVOL2",0.0898509462094788,0.116919551351742,-0.0727232892007935,-0.0411893313224864,0.0834462690353075,0.0728176991386817,-0.0728176991386817,-0.104038473850462,-0.11701240186242
"SNAIL",-0.0159663053571508,-0.0449409027598887,-0.0344033673032748,0.0446421834373033,-0.056384794961531,0.0381061454281446,-0.0381061454281446,-0.0494014500905485,0.0471760138081275
"KEAP1",-0.117444772166376,-0.0437203366241825,-0.0325330378835977,0.0482263916446823,-0.052746714191787,0.0408983487047795,-0.0408983487047795,0.054890553359343,0.0490588782908491
"Ecad",0.00286636974929379,0.0786566614663496,-0.0106413078275487,0.0283474576990892,0.027386569164528,0.0133215886188697,-0.0133215886188697,0.0350463503821713,-0.0770727979222857
"miR200",0.209695286872647,0.108532728849033,-0.00558181564384872,0.0265866596755174,0.0280469337585934,0.00766727305417405,-0.00766727305417405,-0.0724224894656668,-0.207321465674579
"GRHL2",-0.108348114822207,-0.102062010236266,0.00866975567432689,-0.0268343441610596,-0.0227040980242919,-0.00985807390192005,0.00985807390192005,0.0837852780752409,0.101463821892393
"NRF2",0.012682867404471,0.0471760138081275,0.0381061454281446,-0.0373098108001921,0.063601490885073,-0.0325330378835977,0.0325330378835977,-0.042118233837771,-0.0437203366241825
"miR34",0.012682867404471,0.0471760138081275,0.0381061454281446,-0.0373098108001921,0.063601490885073,-0.0325330378835977,0.0325330378835977,-0.042118233837771,-0.0437203366241825
