"","miR34","GRHL2","Ecad","miR200","OVOL2","NRF2","KEAP1","ZEB","SNAIL"
"Ecad",0.229510838247825,0.36187502508903,0.36187502508903,0.141069681006907,0.185289667218439,-0.285416933215905,-0.138077938757008,-0.363837373525533,0.0642606116486714
"GRHL2",0.365303341293951,0.346447734326262,0.346447734326262,0.198159907260745,0.174011104041645,-0.159060565339483,-0.195305694305694,-0.347777039462213,-0.246607902308245
"miR200",0.359628295670913,0.322947969252119,0.322947969252119,0.201452500843609,0.163401233695522,-0.0425606244954606,-0.298888398279507,-0.323550434726213,-0.276973428692701
"SNAIL",-0.075310505251975,0.236862989335179,0.236862989335179,-0.113834029900064,0.154540667042865,-0.189196998566339,0.115517436322472,-0.238641489064447,0.315771692089718
"KEAP1",-0.0815588946527654,0.22934174841112,0.22934174841112,-0.11678380249547,0.151393765637378,-0.283133038383595,0.12029942749547,-0.233716268748802,0.41926173863215
"OVOL2",-0.223908181551296,-0.206391118888072,-0.206391118888072,-0.16721070420708,-0.150344604327819,0.0423009596239069,0.165969883746204,0.206982423235898,0.194631477679251
"NRF2",0.0782166882049689,-0.233716268748802,-0.233716268748802,0.115517436322472,-0.152938564813485,0.18774842299898,-0.11678380249547,0.236862989335179,-0.41716861603497
"miR34",0.0782166882049689,-0.233716268748802,-0.233716268748802,0.115517436322472,-0.152938564813485,0.18774842299898,-0.11678380249547,0.236862989335179,-0.41716861603497
"ZEB",-0.367489941558521,-0.347777039462213,-0.347777039462213,-0.199304278420337,-0.174375525690991,0.159887011620475,0.198159907260745,0.248652777536916,0.25041592393961
