"","ZEB","OVOL2","miR200","GRHL2","Ecad","miR34","SNAIL","NRF2","KEAP1"
"OVOL2",-0.0865619144146779,-0.0313871992505764,-0.0300344730973647,0.090273715656914,0.090273715656914,0.0844475898021467,-0.0579505795202976,-0.0615466595917491,0.036829442287877
"SNAIL",-0.0792012788111253,0.0699046714493068,-0.0197996974201808,0.0814629306916701,0.0814629306916701,0.0932270419158339,-0.0880031127192035,-0.0541738642708178,0.0239304089776854
"KEAP1",-0.0783667598335885,0.0713509362618711,-0.0183283484496751,0.0825877882295977,0.0825877882295977,0.0937218733742523,0.0136011024699749,-0.151839623587953,0.0260106401163418
"ZEB",-0.0680822065652411,-0.0339410090203437,-0.0334905650489882,-0.0267827838149088,-0.0267827838149088,-0.0199862691666971,0.0406320826395534,0.0425245282882321,0.0428766634761825
"Ecad",-0.0358244368782703,0.0461317296997113,0.0510367051755976,0.042317736176292,0.042317736176292,0.11520672751126,0.0410049960796229,-0.134790278570975,-0.0391915718332394
"GRHL2",-0.0267827838149088,0.0426466373102613,0.0428766634761825,0.033872411206651,0.033872411206651,0.0225463812202338,-0.0313486216210766,-0.0297818798161967,-0.0299387041529899
"miR200",0.0363373333479106,-0.0466296825902753,-0.0325570000687845,-0.0423897941876547,-0.0423897941876547,-0.0328149948588919,-0.0257314538346583,0.140491310460822,-0.0784702140259143
"NRF2",0.0814629306916701,-0.066098619063107,0.0239304089776854,-0.0783667598335885,-0.0783667598335885,-0.0921542898190912,-0.00783433613080356,0.0596784514267811,-0.0183283484496751
"miR34",0.0814629306916701,-0.066098619063107,0.0239304089776854,-0.0783667598335885,-0.0783667598335885,-0.0921542898190912,-0.00783433613080356,0.0596784514267811,-0.0183283484496751
