"","miR200","ZEB","miR34","OVOL2","Ecad","NRF2","GRHL2","SNAIL","KEAP1"
"SNAIL",-0.149118626206666,-0.100472557598469,-0.17580416845966,0.0828750509046304,0.104350270122939,-0.117973304688818,-0.104350270122939,0.36820965293976,0.150179596640957
"KEAP1",-0.147840038795926,-0.0987266128500971,-0.172705864493099,0.0849055990889992,0.105633750225385,-0.214327033046409,-0.105633750225385,0.465149414312826,0.149402538795926
"OVOL2",0.131382560380915,-0.0840012093326481,0.103126600648133,-0.0327485481865451,0.0876931347984866,0.0208098906069726,-0.0876931347984866,-0.128698683605365,-0.130091094186942
"ZEB",-0.124629483177809,-0.0693819878330485,-0.0416379582187098,-0.0326232908127635,-0.0246802426452903,0.0182636577476907,0.0246802426452903,0.118233010894932,0.126540526641364
"Ecad",0.0778162029147298,-0.0382330265277835,0.0202958499484766,0.0485634613272099,0.0461143283784536,-0.132456538702113,-0.0461143283784536,0.166145138645139,-0.0752305795222836
"GRHL2",0.126540526641364,-0.0246802426452903,0.0492716054056992,0.0424086869525935,0.0328172013562671,-0.0102106114282596,-0.0328172013562671,-0.11284770219732,-0.123686313686314
"miR200",0.138703069655367,-0.0192354674568086,0.0639291105848235,0.0401046557105394,0.0275680283985085,0.0975869617421269,-0.0275680283985085,-0.169559823879667,-0.235667046373945
"NRF2",0.150179596640957,0.104350270122939,0.180543782268905,-0.0762547237027994,-0.0987266128500971,0.122898461617838,0.0987266128500971,-0.463398026017226,-0.147840038795926
"miR34",0.150179596640957,0.104350270122939,0.180543782268905,-0.0762547237027994,-0.0987266128500971,0.122898461617838,0.0987266128500971,-0.463398026017226,-0.147840038795926
