"","ZEB","KEAP1","OVOL2","Ecad","miR34","GRHL2","SNAIL","miR200","NRF2"
"ZEB",-0.0948487647504361,-0.0854637538890048,-0.0203863966720211,-0.000838888669586472,-0.000681928202435876,0.000838888669586472,0.0236530706582654,0.085852727337339,0.101599509701064
"OVOL2",-0.0316376913605274,0.0830332152568701,-0.0516082126888097,0.0396724739692231,0.0353309787374823,-0.0396724739692231,-0.037851112189965,-0.0817923947959939,-0.0522741823648138
"SNAIL",-0.0275044625028458,0.075459260634004,0.0413839659080279,0.0325400741484787,0.067863377995038,-0.0325400741484787,-0.079748570615507,-0.0745256066518283,-0.0466133137101188
"KEAP1",-0.0261581709512084,0.0744118087934802,0.0441493445625707,0.0344467358015537,0.0688688764877161,-0.0344467358015537,0.0235851470704667,-0.0740211837934802,-0.144427255763559
"Ecad",-0.0032394781996374,0.116475507659706,0.0280654387986532,0.00974873154998839,0.0944248849594802,-0.00974873154998839,0.0531515334873544,-0.115974627735515,-0.207411439756386
"GRHL2",-0.000838888669586472,0.0859935778507207,0.0275803499720616,0.00688118474209403,0.00377118195700751,-0.00688118474209403,-0.0180649679092793,-0.0854637538890048,-0.095814385734122
"miR200",0.000902355411307405,-0.0212930043086474,0.0273917518185139,0.00565061520691486,-0.00721538515739482,-0.00565061520691486,-0.0162431433495071,-0.0782822670457651,0.00828018579990536
"NRF2",0.0325400741484787,-0.0740211837934802,-0.0336447101650424,-0.0261581709512084,-0.0651717454613926,0.0261581709512084,-0.0138030026877243,0.075459260634004,0.0519730433093462
"miR34",0.0325400741484787,-0.0740211837934802,-0.0336447101650424,-0.0261581709512084,-0.0651717454613926,0.0261581709512084,-0.0138030026877243,0.075459260634004,0.0519730433093462
