"","ZEB","OVOL2","GRHL2","Ecad","miR200","miR34","KEAP1","SNAIL","NRF2"
"OVOL2",-0.0853851974230349,-0.0304058003042371,0.0912237067398051,0.0912237067398051,-0.036925445177508,0.0968115388927599,0.0420491051758198,-0.0759625098737363,-0.0188201105706516
"ZEB",-0.0631982439657725,-0.0315836155969146,-0.0254835048566252,-0.0254835048566252,-0.0250632800738431,-0.023943202689916,0.0346410465770282,0.0419247569109625,0.114505037162035
"SNAIL",-0.0342044533266341,0.0584427677868767,0.0542844233378799,0.0542844233378799,0.0987735975572813,-0.0433173787440107,-0.0820951423302336,-0.0323902695904808,-0.0595379396405578
"GRHL2",-0.0254835048566252,0.0473617233037577,0.0394412087841176,0.0394412087841176,0.0346410465770282,0.0397007312869124,-0.0227969173683459,-0.0241915437518819,-0.109104306814159
"Ecad",-0.0248080597747681,0.049547530599993,0.0421660687090374,0.0421660687090374,0.094945726087483,0.0443314484263394,-0.0804472828764366,0.075067825142452,-0.220645324597352
"miR200",0.0229168449516084,-0.0479503818162055,-0.0387199777720737,-0.0387199777720737,-0.0210879246090593,-0.0436861385596498,-0.0921415861664637,0.0263745827928166,0.00246066412641858
"KEAP1",0.0296035184977434,-0.0646840078794241,-0.0599181769781732,-0.0599181769781732,-0.102421392598532,0.0368888445247159,0.0778120175985315,-0.0749614300126756,0.156957352675615
"NRF2",0.0542844233378799,-0.0306984260050678,-0.0296035184977434,-0.0296035184977434,-0.0820951423302336,0.0712869515936304,0.102421392598532,-0.0358755692694035,0.069484825203088
"miR34",0.0542844233378799,-0.0306984260050678,-0.0296035184977434,-0.0296035184977434,-0.0820951423302336,0.0712869515936304,0.102421392598532,-0.0358755692694035,0.069484825203088
