"","OVOL2","GRHL2","Ecad","miR34","miR200","SNAIL","KEAP1","NRF2","ZEB"
"GRHL2",0.644097112665922,0.610753489509584,0.610753489509584,0.49952007370735,0.214933137582929,-0.147167705905992,-0.20500321107464,-0.305895255501283,-0.636392965843924
"miR200",0.611168789856677,0.57674419991035,0.57674419991035,0.451786441711166,0.20815595537808,-0.120538961806,-0.29854450343534,-0.186930438097358,-0.599369095637479
"Ecad",0.591479098223728,0.55601865271766,0.55601865271766,0.437933314318277,0.176188742015771,-0.0394695223426567,-0.166942769361107,-0.381404504246309,-0.577046093687666
"OVOL2",0.491425038593328,0.34323268400687,0.34323268400687,0.292479579865574,-0.072382321514853,-0.107717812968688,0.0774553357800678,-0.234625804413826,-0.35602771506277
"SNAIL",0.184346331136451,0.152092217021603,0.152092217021603,0.143336622803668,-0.00644245504319988,-0.10051565234504,0.00980926788801527,-0.0921030031756831,-0.155278522157177
"KEAP1",0.171857032900684,0.141447949483965,0.141447949483965,0.135427142070372,-0.00815655271308503,0.0030624678113102,0.014797177713085,-0.182502608399045,-0.144901518171609
"NRF2",-0.177624283158151,-0.144901518171609,-0.144901518171609,-0.139065119000274,0.00980926788801527,0.00253343137707084,-0.00815655271308503,0.0923927182891548,0.152092217021603
"miR34",-0.177624283158151,-0.144901518171609,-0.144901518171609,-0.139065119000274,0.00980926788801527,0.00253343137707084,-0.00815655271308503,0.0923927182891548,0.152092217021603
"ZEB",-0.673385815594792,-0.636392965843924,-0.636392965843924,-0.518654771396246,-0.219662829222818,0.154400693738349,0.214933137582929,0.325556989116505,0.559911840653186
