"","NRF2","ZEB","miR200","OVOL2","miR34","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.0937972028593527,-0.090170304621139,-0.0318455413107636,-0.024894006541269,-0.0201465833211143,-0.00844974447326825,0.00844974447326825,0.0347261997469776,0.0834667887293273
"SNAIL",-0.0176680310047044,-0.0340736121379123,-0.0518902217032702,0.0449970561718446,-0.0558087084044576,0.0385094486992018,-0.0385094486992018,0.0612550540699416,-0.0473914553904614
"KEAP1",-0.116992064447521,-0.0322286449585219,-0.0479260135032964,0.0483828861673741,-0.0522144134345807,0.0411311775755595,-0.0411311775755595,0.0669364301699631,0.0574424671998721
"Ecad",-0.00772844542347683,-0.0104045066523458,0.0372044262352339,0.0287681314732564,0.0276061374640518,0.0138027197984849,-0.0138027197984849,-0.0300431970488254,0.0385224544179768
"GRHL2",0.0941623767974653,-0.00844974447326825,0.0347261997469776,0.0273234842035716,0.0228311993043063,0.010403420203379,-0.010403420203379,-0.0306756101041815,-0.0798390284769613
"miR200",0.194849215000328,-0.00536231676697434,0.0385235937880644,0.0270377958864858,0.0282145250682388,0.00817073274621245,-0.00817073274621245,-0.132624584821571,-0.0687722592296084
"NRF2",0.0191166065720631,0.0385094486992018,0.0612550540699416,-0.0370543588759219,0.0644297343455538,-0.0322286449585219,0.0322286449585219,-0.0479260135032964,-0.0409110703609144
"miR34",0.0191166065720631,0.0385094486992018,0.0612550540699416,-0.0370543588759219,0.0644297343455538,-0.0322286449585219,0.0322286449585219,-0.0479260135032964,-0.0409110703609144
"OVOL2",-0.082403947334588,0.072617558090245,-0.0954190439199017,-0.0885023208728269,-0.0835237153740905,-0.073089607779686,0.073089607779686,0.0944314521245105,0.102171223153654
