"","SNAIL","ZEB","OVOL2","GRHL2","Ecad","miR200","miR34","KEAP1","NRF2"
"OVOL2",0.0996922796819685,-0.0934186638438517,-0.0298221009486282,0.0950435085643486,0.0950435085643486,-0.037888108580536,-0.0824599511863337,0.0406651829453541,-0.0694953418223732
"SNAIL",-0.0604304516377984,-0.084581031572123,0.0715082756114327,0.0854765290938857,0.0854765290938857,-0.0256333620210622,0.0179106038391447,0.0271328669015262,-0.0602273543370288
"KEAP1",0.0390863248727542,-0.0840990489978412,0.0725185431068693,0.0861711902104276,0.0861711902104276,-0.0248791643902577,0.0174957117521041,0.0286552060569244,-0.158315977447381
"ZEB",-0.0789328617465498,-0.0559342200327437,-0.0422968267564736,-0.04203565988499,-0.04203565988499,-0.0270590302891164,0.0227572861527056,0.0304695945824813,0.0518807675112989
"Ecad",0.0996955377552392,-0.0491550284233255,0.0495601560425275,0.0519788956856101,0.0519788956856101,0.0394380858395904,-0.0397742786291426,-0.0345781968454114,-0.149125923508562
"GRHL2",0.0789553944189247,-0.04203565988499,0.0463864474880163,0.0450568079212438,0.0450568079212438,0.0304695945824813,-0.0250839533381387,-0.0253251748251748,-0.0460187648205435
"miR200",-0.0649822098851736,0.0505760494807016,-0.0505581175590117,-0.0530693296734906,-0.0530693296734906,-0.0215919853922679,0.017315640610857,-0.0826395703730302,0.155235639970283
"NRF2",-0.0394707759620323,0.0854765290938857,-0.0696349179781361,-0.0840990489978412,-0.0840990489978412,0.0271328669015262,-0.0188858330180018,-0.0248791643902577,0.0629313620627652
"miR34",-0.0394707759620323,0.0854765290938857,-0.0696349179781361,-0.0840990489978412,-0.0840990489978412,0.0271328669015262,-0.0188858330180018,-0.0248791643902577,0.0629313620627652
