"","miR200","GRHL2","Ecad","miR34","OVOL2","ZEB","SNAIL","KEAP1","NRF2"
"OVOL2",0.14501560090233,0.124454842924874,0.124454842924874,0.112485632723158,-0.00867641946426017,-0.0984821721174211,-0.0491887171220978,-0.134439083640576,-0.115412758133746
"miR200",0.145399867038405,0.0969844760634025,0.0969844760634025,0.0712691216762921,0.0853778974469091,-0.0545987127859903,0.0404571876944376,-0.228080376712779,-0.2627591673739
"GRHL2",0.156431569919447,0.0932853231268318,0.0932853231268318,0.0686504638637516,0.0857570149074566,-0.0430335607904773,-0.0137693107983976,-0.135939346367918,-0.160019317593245
"Ecad",0.129341651207109,0.0881648779658452,0.0881648779658452,0.148634203553422,0.0830700537415505,-0.0392178454195785,0.0566057174639264,-0.109401215306202,-0.244029588534443
"SNAIL",-0.0131585549171066,0.0637979299714506,0.0637979299714506,0.0860660783860656,0.0668102147740262,-0.0276073347779815,-0.0789516527024534,0.0276726304582016,0.00939874397294395
"ZEB",-0.138262563774794,-0.0430335607904773,-0.0430335607904773,-0.0383882274619152,-0.0327269163786403,-0.0111029747366241,0.0478612441016874,0.156431569919447,0.187253605504066
"KEAP1",0.0116820745449154,-0.0678264484754929,-0.0678264484754929,-0.0883902217203525,-0.0711011257188482,0.0238510071861606,-0.0237136650933893,-0.0295206162115821,0.0882839242360401
"NRF2",0.0276726304582016,-0.0238510071861606,-0.0238510071861606,-0.0619779176682969,-0.0247571504356351,0.0637979299714506,0.00580363520562818,-0.0116820745449154,0.0116538876060034
"miR34",0.0276726304582016,-0.0238510071861606,-0.0238510071861606,-0.0619779176682969,-0.0247571504356351,0.0637979299714506,0.00580363520562818,-0.0116820745449154,0.0116538876060034
