"","NRF2","ZEB","SNAIL","OVOL2","miR200","GRHL2","Ecad","miR34","KEAP1"
"ZEB",-0.0929384970480356,-0.082774169567869,-0.0299758504539667,-0.0295205559190067,-0.0224126618506042,-0.0172789054669615,0.0172789054669615,0.0175077532919572,0.0221251597366181
"SNAIL",0.0133142111923357,-0.082281399365228,-0.0306469124456335,0.0695921017981586,-0.0442969215801097,0.0824271780315614,-0.0824271780315614,-0.122121058165241,0.0449193575682269
"KEAP1",-0.0862162663777363,-0.0821617919580116,0.0700438855795454,0.0699667279293461,-0.0437817743958723,0.0826222677830308,-0.0826222677830308,-0.121991396816385,0.0458651077292056
"OVOL2",0.0111028888902262,-0.0771211723120095,0.0773842339196391,-0.0392292164787192,-0.0440495577431363,0.0771360791443077,-0.0771360791443077,-0.0821125423908758,0.0440579986986525
"Ecad",-0.00285625865979949,-0.0275519656044555,0.0934229781244707,0.0338233058287133,0.0280347934766039,0.0275679196567848,-0.0275679196567848,-0.118753151763514,-0.0280754053623491
"GRHL2",0.0926117624718296,-0.0172789054669615,0.0296378603683425,0.0292911052509004,0.0221251597366181,0.0171782005324197,-0.0171782005324197,-0.0175622237611814,-0.0227233480804909
"miR200",0.00723380100690281,0.0240908026943029,-0.0361209801330156,-0.0331077238202061,-0.0131918048520377,-0.0239332348010783,0.0239332348010783,0.0310410038919351,-0.0859430071662099
"NRF2",-0.0128313526698827,0.0824271780315614,-0.0685487980101306,-0.0691428350354223,0.0449193575682269,-0.0821617919580116,0.0821617919580116,0.122257590250281,-0.0437817743958723
"miR34",-0.0128313526698827,0.0824271780315614,-0.0685487980101306,-0.0691428350354223,0.0449193575682269,-0.0821617919580116,0.0821617919580116,0.122257590250281,-0.0437817743958723
