"","GRHL2","Ecad","miR34","miR200","OVOL2","NRF2","SNAIL","ZEB","KEAP1"
"GRHL2",0.358416977235785,0.358416977235785,0.350455839119817,0.333131544176701,0.180520995960247,-0.125002703662485,-0.123826606963383,-0.360229666057538,-0.328499857285572
"miR200",0.342600367749902,0.342600367749902,0.337490275306695,0.323852375573902,0.174091564276472,-0.016958966151839,-0.106807649683233,-0.343592118607257,-0.419085976328975
"OVOL2",0.213303207024824,0.213303207024824,0.215547667200823,0.222833443254413,0.0245180100524337,-0.0265303863859761,-0.124378261511191,-0.214431157335383,-0.220934228263276
"SNAIL",0.11339361028004,0.11339361028004,-0.00728680415978402,0.00472006772288484,0.0869684735403361,-0.0651823276328077,-0.0571108116735383,-0.111648431388791,-0.00138154742298386
"KEAP1",0.113018958427715,0.113018958427715,-0.0062377621602025,0.00440794793811587,0.0880103869175697,-0.16241517686952,0.0484522196379816,-0.109488643769235,0.0028837187285508
"NRF2",-0.109488643769235,-0.109488643769235,0.0139573717431661,-0.00138154742298386,-0.0825520964953246,0.0701074845618275,-0.0324334242513947,0.11339361028004,0.00440794793811587
"miR34",-0.109488643769235,-0.109488643769235,0.0139573717431661,-0.00138154742298386,-0.0825520964953246,0.0701074845618275,-0.0324334242513947,0.11339361028004,0.00440794793811587
"ZEB",-0.360229666057538,-0.360229666057538,-0.351288459149387,-0.334693075266391,-0.180588481450866,0.126905452076862,0.127814889973748,0.26253179569331,0.333131544176701
"Ecad",-0.309188089794328,-0.309188089794328,-0.293770682644271,-0.285176740931967,-0.156738519489335,0.00479372191993551,0.148788682072264,0.311357840911112,0.28302431098747
