"","KEAP1","miR200","ZEB","GRHL2","Ecad","miR34","SNAIL","OVOL2","NRF2"
"ZEB",-0.12338732360493,-0.12315619445447,-0.055757908430304,-0.0433928910124081,-0.0433928910124081,-0.0342741332672633,0.0281008523483486,0.0433849592476957,0.144240543414253
"miR200",0.215667035028805,0.11593445676862,-0.0489093429115848,0.0497713319745193,0.0497713319745193,0.041427891483028,0.0293244041301812,-0.0482141972138603,-0.242886357394483
"OVOL2",-0.0382232189577719,-0.0373369186285747,-0.0441946281245269,0.0466840691183157,0.0466840691183157,0.0399429181415208,-0.061288373555063,-0.0794748028508722,0.00533929057239271
"GRHL2",0.122857499643214,0.12338732360493,-0.0433928910124081,0.0448833240436267,0.0448833240436267,0.0346243005694188,-0.0261179771793536,-0.0458009398118744,-0.142760627980849
"Ecad",0.0993444457066406,0.100088996945303,-0.0406872119882249,0.0426495604247278,0.0426495604247278,0.117847326952186,0.0442381415142609,-0.0448790949370063,-0.23180772473291
"SNAIL",-0.0254406834996958,-0.0250870266882656,-0.0379155116473113,0.0390859060827313,0.0390859060827313,0.070246640387833,-0.0900236836683428,-0.0441702225258034,0.00611261516869128
"KEAP1",-0.0262519493292729,-0.0246894493292729,-0.0369501800622587,0.0407107326332487,0.0407107326332487,0.0707369894264232,0.0117367398275901,-0.0465370376676725,-0.0926702983607215
"NRF2",0.0246894493292729,0.0254406834996958,0.0390859060827313,-0.0369501800622587,-0.0369501800622587,-0.0695834845462103,-0.00742234427013605,0.0408727740219464,-0.00432603863561547
"miR34",0.0246894493292729,0.0254406834996958,0.0390859060827313,-0.0369501800622587,-0.0369501800622587,-0.0695834845462103,-0.00742234427013605,0.0408727740219464,-0.00432603863561547
