"","ZEB","miR200","miR34","OVOL2","GRHL2","Ecad","NRF2","KEAP1","SNAIL"
"NRF2",-0.0969204663449759,-0.170933327465903,-0.170127629426786,0.0694961407819485,0.0876572286348785,0.0876572286348785,-0.127794547894771,0.159707742576441,0.389693457180859
"SNAIL",-0.0894607637334552,-0.161964590728033,-0.162715887667473,0.0800157644150756,0.0969204663449759,0.0969204663449759,-0.115481655572221,0.170933327465903,0.290751732896959
"ZEB",-0.0788012570316692,-0.0428366132911907,-0.0398043113893866,-0.0226224188650388,-0.00812238126196843,-0.00812238126196843,0.0341013827556646,0.058581582004196,0.172084909282837
"OVOL2",-0.0298385818278587,-0.0377108411472211,0.0585628261781761,-0.0439304465847255,0.0485466563620202,0.0485466563620202,-0.0276627139247883,0.0602735152419286,-0.112552406258995
"miR200",-0.0205917353226544,0.0349020817581206,0.0254159129925026,0.0451287701442093,0.0344113664284103,0.0344113664284103,0.0701241396886539,-0.118243280436743,-0.00734899636298764
"Ecad",0.0053901550889047,0.127187710359833,0.156159492950529,0.0267148443984648,0.00509165729143991,0.00509165729143991,-0.0835000352144841,-0.114476190121576,-0.310519930184109
"GRHL2",0.00812238126196843,-0.058581582004196,-0.0528383165251737,-0.0410594549022908,-0.0243761576970138,-0.0243761576970138,0.0124792416832064,0.0389439132296275,0.170237230148092
"KEAP1",0.0876572286348785,0.159707742576441,0.160810859240451,-0.0825754404729887,-0.0991691242603582,-0.0991691242603582,0.012190152290375,-0.173379617576441,-0.390846810448694
"miR34",0.0969204663449759,0.170933327465903,0.170127629426786,-0.0694961407819485,-0.0876572286348785,-0.0876572286348785,0.127794547894771,-0.159707742576441,-0.389693457180859
