"","GRHL2","Ecad","miR34","miR200","KEAP1","OVOL2","SNAIL","ZEB","NRF2"
"Ecad",0.362654935668248,0.362654935668248,0.242683751243084,0.152619511672127,0.150115112051171,0.185715123148005,0.0197402248148517,-0.365111859726959,-0.422960914711914
"GRHL2",0.352058730513683,0.352058730513683,0.338179810857955,0.178414745178644,0.176380904809476,0.176932149828736,-0.0930314717585112,-0.354495789929594,-0.326941382082874
"SNAIL",0.216124813349608,0.216124813349608,0.0636331433710897,0.0193922630586452,0.0180059283578389,0.143842086964765,-0.0802126501706005,-0.217220235899485,-0.117342343037296
"KEAP1",0.21155756974812,0.21155756974812,0.0603932883938124,0.0181132475250421,0.0138163725250421,0.142062855096306,0.0215033507593199,-0.214090186785726,-0.211591374225004
"OVOL2",0.209272686806684,0.209272686806684,0.208724715826654,0.0261505990458242,0.0254837635600472,0.0223938001810888,-0.107963300706023,-0.210460264446435,-0.116338745123615
"NRF2",-0.214090186785726,-0.214090186785726,-0.0614876391776042,-0.0180059283578389,-0.0181132475250421,-0.142680774766748,-0.0189830602851636,0.216124813349608,0.114155476789107
"miR34",-0.214090186785726,-0.214090186785726,-0.0614876391776042,-0.0180059283578389,-0.0181132475250421,-0.142680774766748,-0.0189830602851636,0.216124813349608,0.114155476789107
"ZEB",-0.354495789929594,-0.354495789929594,-0.340039588307181,-0.17920960396437,-0.178414745178644,-0.177903940893658,0.0936623865850097,0.256114578491924,0.330035750716355
"miR200",-0.329310319079081,-0.329310319079081,-0.319888758218466,-0.172258793479065,-0.0702295343945913,-0.166748304501674,0.0788879128331513,0.331136252900566,0.212041011867757
