"","ZEB","OVOL2","miR34","GRHL2","Ecad","miR200","KEAP1","NRF2","SNAIL"
"ZEB",-0.0731148969296057,-0.0366737002210272,-0.0285747977087667,-0.0283645696662942,-0.0283645696662942,-0.0274907785099595,0.0254106161558245,0.0410868390796652,0.0449342846238345
"NRF2",-0.0437986409714704,0.0379500093611733,0.087709473721365,0.0364057432082958,0.0364057432082958,-0.0575568632065144,0.0498513470013202,-0.0553840002169623,-0.0704910775471725
"miR34",-0.0437986409714704,0.0379500093611733,0.087709473721365,0.0364057432082958,0.0364057432082958,-0.0575568632065144,0.0498513470013202,-0.0553840002169623,-0.0704910775471725
"OVOL2",-0.0415742914059437,-0.0522337134348678,0.0444638660824221,0.0420562789835835,0.0420562789835835,-0.0562235555957397,0.0560800593519649,-0.0438160807109961,-0.0385014186080164
"miR200",-0.0358922562982413,0.0394911977984757,0.0397031378236299,0.0335102005006697,0.0335102005006697,0.0141297231949681,-0.117323053382163,0.0495292995542097,-0.0405024315371841
"Ecad",-0.021062395034259,0.0282352009606378,0.0238081925412879,0.017727998097437,0.017727998097437,0.0788482576903697,-0.0829500581506377,-0.121579658998277,0.057554937666878
"GRHL2",0.0283645696662942,-0.0373620522253463,-0.031726303428166,-0.0276999170983184,-0.0276999170983184,-0.0254106161558245,0.0267266305123448,0.0401450747129537,0.0355832255882328
"KEAP1",0.0364057432082958,-0.0563846128627181,-0.108679600902672,-0.0499130340755253,-0.0499130340755253,0.0498513470013202,-0.0645648886679868,-0.0678394430064809,0.0343099583673348
"SNAIL",0.0404124108077817,-0.0489782368766433,-0.101674755562598,-0.0437986409714704,-0.0437986409714704,0.0543456593587283,-0.0575568632065144,0.0414293889180729,-0.0559375946695624
