"","NRF2","ZEB","miR200","OVOL2","miR34","GRHL2","Ecad","KEAP1","SNAIL"
"ZEB",-0.0964749626020667,-0.087153875727013,-0.0340086260799408,-0.0271485592972208,-0.023595047149476,0.0123750833388664,0.0123750833388664,0.0359873170997277,0.0848517093455066
"NRF2",0.092839059353536,-0.0816526311792749,0.109001531856692,0.067140142772147,0.124377406794867,-0.0797696538002783,-0.0797696538002783,-0.11219964303935,-0.0848433745366411
"miR34",0.092839059353536,-0.0816526311792749,0.109001531856692,0.067140142772147,0.124377406794867,-0.0797696538002783,-0.0797696538002783,-0.11219964303935,-0.0848433745366411
"OVOL2",-0.0156535858416819,-0.0354257010762718,-0.0545892191424214,-0.055326808860828,0.0381422246256157,-0.0368219743681973,-0.0368219743681973,0.0595778238524745,-0.0550266322594508
"miR200",0.205027138260138,-0.0197563651968869,0.0433769154156509,0.0320492142647402,0.0383065383299277,-0.0202105314773578,-0.0202105314773578,-0.140875735613858,-0.0752498457511245
"GRHL2",0.0973782876068716,-0.0123750833388664,0.0359873170997277,0.0285252633058589,0.0254236986162879,-0.0132612867628341,-0.0132612867628341,-0.0327571000428143,-0.0814718084892651
"Ecad",-0.0225163308041663,0.00198013387492669,0.026671494794362,0.0176802057250422,0.0131507114251286,0.00186845550862164,0.00186845550862164,-0.0250876312502981,0.0445625548983758
"KEAP1",-0.192179718694195,0.0797696538002783,-0.11219964303935,-0.071053634018285,-0.126477377217819,0.0826092547212299,0.0826092547212299,0.10751214303935,0.0838608884195971
"SNAIL",-0.0927907735012907,0.0804905669533596,-0.11129322799476,-0.0696916389152342,-0.126054800982501,0.0816526311792749,0.0816526311792749,0.109001531856692,-0.0163560046082722
