"","miR200","Ecad","miR34","OVOL2","ZEB","GRHL2","NRF2","SNAIL","KEAP1"
"OVOL2",0.149671340150233,0.123366928804677,0.129463027476769,-0.00904216988553841,-0.095287425699087,-0.123366928804677,0.0207349684067874,-0.077445030092435,-0.136292425657113
"miR200",0.163990886533734,0.0954034465060975,0.0948192049981857,0.0894843278019856,-0.03336804007362,-0.0954034465060975,0.0951619046324154,-0.0220628901591742,-0.234212689270875
"Ecad",0.133723275147625,0.0952733947296699,0.0944886144211772,0.0898513979966517,-0.031824128616077,-0.0952733947296699,-0.10861231642271,0.0794469867231061,-0.103223748952959
"SNAIL",-0.0182817555423454,0.087260687812939,-0.0121790474209003,0.0867681160990984,-0.0211479800783394,-0.087260687812939,-0.0167739619960554,-0.014795216035079,0.0498279431219181
"KEAP1",-0.0163228991210596,0.0915042657327944,-0.0077860510028556,0.0911624588804807,-0.0169839280505227,-0.0915042657327944,-0.112932141495616,0.0899949470126152,0.0523906074543929
"ZEB",-0.136684045444367,-0.0356789777523621,-0.033315680477484,-0.0266831502323333,-0.00715257535584464,0.0356789777523621,0.0585259434311334,0.089176927509857,0.163602135528363
"GRHL2",-0.163602135528363,-0.0962227843988878,-0.0958244346600379,-0.0892422000366254,0.0356789777523621,0.0962227843988878,0.00669046390009365,0.0238096449501454,0.134564364207221
"NRF2",0.0498279431219181,-0.0169839280505227,0.0847751074950177,-0.0143344465220873,0.087260687812939,0.0169839280505227,0.07703470559818,-0.00955923577810006,-0.0163228991210596
"miR34",0.0498279431219181,-0.0169839280505227,0.0847751074950177,-0.0143344465220873,0.087260687812939,0.0169839280505227,0.07703470559818,-0.00955923577810006,-0.0163228991210596
