"","KEAP1","miR200","miR34","GRHL2","Ecad","OVOL2","ZEB","SNAIL","NRF2"
"SNAIL",-0.130997950734685,-0.124108716048024,-0.14285786534389,0.131262331564522,0.131262331564522,0.101304019375084,-0.112206977322363,0.320646391086001,0.00224095816885309
"KEAP1",-0.132663158531422,-0.123678783531422,-0.140684393619739,0.133027459797602,0.133027459797602,0.103886297140024,-0.109159462867441,0.420764493631245,-0.0945724232027128
"OVOL2",0.137563931585284,0.145270523971542,0.12237979703074,0.121241320312046,0.121241320312046,-0.0113197793722116,-0.0996810718648415,-0.073439936276463,-0.116159481271484
"miR200",0.22682422107848,0.139990809091694,0.0586004121904805,0.0963395574467475,0.0963395574467475,0.0838258405838793,-0.0597003879222318,0.0619988603472882,-0.263504049588744
"Ecad",0.095758991428914,0.10958056987754,0.0586511260893404,0.0955882190539432,0.0955882190539432,0.0841064216228035,-0.0571070448356918,0.177167597428791,-0.246350885487379
"GRHL2",0.144836306550592,0.159927743911727,0.0895600605543854,0.0861228507178998,0.0861228507178998,0.0802779597092745,-0.0438066372234385,-0.0850222497587534,-0.161308167354741
"ZEB",-0.159927743911727,-0.146899952040708,-0.0520610332413358,-0.0438066372234385,-0.0438066372234385,-0.0349951955035787,-0.0184636473914357,0.103521573778582,0.185697942484474
"NRF2",0.123678783531422,0.130997950734685,0.162186907668837,-0.109159462867441,-0.109159462867441,-0.0779336709814242,0.131262331564522,-0.410811482097712,0.00944421807450761
"miR34",0.123678783531422,0.130997950734685,0.162186907668837,-0.109159462867441,-0.109159462867441,-0.0779336709814242,0.131262331564522,-0.410811482097712,0.00944421807450761
