"","KEAP1","miR34","GRHL2","Ecad","miR200","OVOL2","ZEB","SNAIL","NRF2"
"NRF2",0.327998304691671,0.39315160297296,0.237036329752811,0.237036329752811,0.317588345472954,0.151784028775729,-0.251000692194363,-0.52283786303194,-0.272677488546085
"miR34",0.327998304691671,0.39315160297296,0.237036329752811,0.237036329752811,0.317588345472954,0.151784028775729,-0.251000692194363,-0.52283786303194,-0.272677488546085
"GRHL2",0.0358687027258456,0.0985144592184576,0.0949967941897909,0.0949967941897909,0.0900987488718035,0.0869866902207492,-0.0429927659924092,-0.0943140610207004,-0.147868668043836
"OVOL2",-0.0715840368418234,0.0882208618067975,0.0846012582357994,0.0846012582357994,-0.0143965632198094,-0.016931570226826,-0.029460885564992,-0.0860874517463637,0.00614621717765368
"miR200",0.10135254319433,0.0451142046579294,0.0787260819065495,0.0787260819065495,0.0519267134004018,0.078057626991384,-0.0292590321336326,0.063901071871284,-0.226528379840843
"ZEB",-0.0900987488718035,-0.0535451961260913,-0.0429927659924092,-0.0429927659924092,-0.0409471619728803,-0.0322964486226927,-0.00910038069371827,0.114097747365901,0.1625332846112
"Ecad",-0.0129008622557263,0.00671115981130843,0.0328829513264238,0.0328829513264238,0.0264249804409029,0.0500303096002127,0.00622043093266997,0.193194552858732,-0.181831362368198
"KEAP1",-0.310550388025004,-0.400812058459503,-0.247090051932397,-0.247090051932397,-0.327998304691671,-0.164348395408067,0.237036329752811,0.5147643901571,0.163080418949016
"SNAIL",-0.317588345472954,-0.40577106854737,-0.251000692194363,-0.251000692194363,-0.330192674232326,-0.165287461851935,0.24095029442686,0.420001684112793,0.272822346102821
