"","OVOL2","miR34","GRHL2","Ecad","miR200","ZEB","KEAP1","NRF2","SNAIL"
"NRF2",0.29992987926517,0.43071879934049,0.261285943851153,0.261285943851153,0.312672469672176,-0.271459076670564,-0.315655942520427,-0.0216601346445444,-0.608395021226345
"miR34",0.29992987926517,0.43071879934049,0.261285943851153,0.261285943851153,0.312672469672176,-0.271459076670564,-0.315655942520427,-0.0216601346445444,-0.608395021226345
"OVOL2",0.281621002007919,0.122625046773503,0.121322892870155,0.121322892870155,-0.145242456188053,-0.110078172373261,0.156815006200714,-0.121145573057554,-0.075761428240189
"miR200",0.224295445647574,0.139844663938227,0.119428939180447,0.119428939180447,0.0769313740469853,-0.100400298898679,-0.154640985498928,0.0353687645555378,-0.196114638385738
"GRHL2",0.209147986365968,0.109314622813765,0.100083115053195,0.100083115053195,0.0557546969718516,-0.0778273245194586,-0.0313998858284573,-0.0588468788138069,-0.129952299578628
"Ecad",0.142416422222083,0.00872877190797568,0.0339078214707643,0.0339078214707643,0.00129804256642392,-0.0163902720132021,0.0155288154273489,-0.142602630696291,0.183872337155919
"ZEB",-0.19940308152051,-0.0887325669426263,-0.0778273245194586,-0.0778273245194586,-0.0365258791128967,-0.00251500945519811,0.0557546969718516,0.0882337709913967,0.145251984121215
"KEAP1",-0.294883535289886,-0.428618828917538,-0.261823165647008,-0.261823165647008,-0.315655942520427,0.261285943851153,0.303806984187094,-0.0904277774433676,0.59357229589529
"SNAIL",-0.308415087368925,-0.441953439480923,-0.271459076670564,-0.271459076670564,-0.319434387906721,0.269672246731791,0.312672469672176,0.0169281211245058,0.511964937975322
