"","ZEB","miR200","OVOL2","miR34","GRHL2","Ecad","NRF2","SNAIL","KEAP1"
"ZEB",-0.0974496541757064,-0.0896268303791803,-0.0197250790792282,-0.00288998317886476,-0.00103221902676457,0.00103221902676457,0.00949464896032062,0.0420710599387868,0.0925864109643317
"SNAIL",-0.0746563361936156,-0.0211755964468999,0.068623165568735,-0.034753180299982,-0.0781341986618567,0.0781341986618567,-0.051680824512373,-0.0485731491331885,0.0244433853845148
"KEAP1",-0.0734204364983284,-0.0199145165285371,0.070504161863155,-0.0320797889651745,-0.0797136061069239,0.0797136061069239,-0.149484791027107,0.0559198106736716,0.0260343081952038
"OVOL2",-0.0308461854510492,0.0857566423055931,-0.053612858203398,0.0411992820495605,-0.0369132661963908,0.0369132661963908,0.0367680576352321,-0.0599518151151031,-0.0811394396382512
"Ecad",-0.011187103684078,0.0765147196276146,0.0307126159698589,0.024316235484531,-0.0163721706910978,0.0163721706910978,-0.114438264825472,0.0654074791015089,-0.0720338749003911
"GRHL2",0.00103221902676457,0.0925864109643317,0.0256772993518696,0.0100567406296468,-0.00386204079196654,0.00386204079196654,-0.00328669201240596,-0.0309624524579395,-0.0885358213215356
"miR200",0.00727178724422352,-0.0884343726983688,-0.0289091557976929,-0.00223444497872266,0.0111182975788236,-0.0111182975788236,0.110869713395439,-0.0335201110549388,-0.0146016505830532
"NRF2",0.0781341986618567,0.0244433853845148,-0.0629861392061004,0.042106408308564,0.0734204364983284,-0.0734204364983284,0.0579096994520157,-0.0396447145608992,-0.0199145165285371
"miR34",0.0781341986618567,0.0244433853845148,-0.0629861392061004,0.042106408308564,0.0734204364983284,-0.0734204364983284,0.0579096994520157,-0.0396447145608992,-0.0199145165285371
