"","ZEB","miR200","OVOL2","GRHL2","Ecad","miR34","SNAIL","KEAP1","NRF2"
"ZEB",-0.0677084534166074,-0.0194996807288438,-0.0194814730387269,-0.00765809604269069,-0.00765809604269069,-0.00714374077818975,0.047113553556502,0.0498677961806731,0.0501014854206425
"OVOL2",-0.0261131494351791,-0.0366785073030947,-0.0360281710261978,0.0578994848389058,0.0578994848389058,0.047825950404698,-0.0309333680911025,0.0758698637646462,-0.0247199468910683
"SNAIL",-0.0247355126974172,-0.0260674342600511,0.0536367780153844,0.0463815620955596,0.0463815620955596,0.0757320392167726,-0.0739137386858065,0.0527614503868017,-0.021817303723178
"KEAP1",-0.0215995577988327,-0.0222184154007532,0.0577378136694245,0.0501490589500222,0.0501490589500222,0.0779955920034965,0.0293423449906364,0.0572444570674198,-0.116797839041714
"Ecad",-0.00912406210441521,0.0555269144462214,0.0501058289216365,0.0374744130935665,0.0374744130935665,0.110656777386242,0.0525863923625118,-0.0206413045910704,-0.115905270945819
"miR200",-0.00747032567995321,0.0511339482036538,0.0502786388582805,0.0361569509464283,0.0361569509464283,0.00874964743032222,-0.0163205439955854,-0.115818547857579,0.0858115643359955
"GRHL2",0.00765809604269069,-0.0498677961806731,-0.0499714177006246,-0.0359561826489344,-0.0359561826489344,-0.0222476237444959,0.0212911110148166,0.0150190523761952,0.0148718102332506
"NRF2",0.0463815620955596,0.0527614503868017,-0.0268418301472823,-0.0215995577988327,-0.0215995577988327,-0.0625859498857798,-0.00315695413202894,-0.0222184154007532,0.0527685350124103
"miR34",0.0463815620955596,0.0527614503868017,-0.0268418301472823,-0.0215995577988327,-0.0215995577988327,-0.0625859498857798,-0.00315695413202894,-0.0222184154007532,0.0527685350124103
