"","KEAP1","GRHL2","Ecad","miR34","OVOL2","ZEB","SNAIL","miR200","NRF2"
"OVOL2",0.135122382943133,0.120897472739073,0.120897472739073,0.109919894959302,-0.0118156352934268,-0.100748404416091,-0.0504711118465663,-0.137173535133561,-0.113507853529169
"SNAIL",0.115684709648021,0.105615717990938,0.105615717990938,0.110551966673082,0.0860562761436718,-0.0918417165748019,-0.0827096569015962,-0.117085190621284,-0.10076594755493
"KEAP1",0.114737534154353,0.107408235409111,0.107408235409111,0.111530380273748,0.0882850192120233,-0.0896799161458725,0.0189639949172246,-0.116951075821019,-0.19827860711491
"Ecad",0.164340588740236,0.0903899977910404,0.0903899977910404,0.150941322572331,0.0806037650589605,-0.055195358352623,0.0539046300613465,-0.168036270343051,-0.262869928852796
"GRHL2",0.135016554873698,0.0860809363693252,0.0860809363693252,0.0633801059464552,0.0796979637705547,-0.0463024872253171,-0.0160366198268658,-0.139101326707572,-0.153243120088641
"ZEB",-0.139101326707572,-0.0463024872253171,-0.0463024872253171,-0.0403702234470388,-0.0368446772271615,-0.0185552053375437,0.0457797473617914,0.135961352639136,0.180823362256621
"miR200",-0.243830252969962,-0.0948759973251311,-0.0948759973251311,-0.0698211339179467,-0.082730866554654,0.0599422685272815,-0.0394575322172735,0.147495503874477,0.265539388654263
"NRF2",-0.116951075821019,-0.0896799161458725,-0.0896799161458725,-0.101326298641095,-0.0690265228165547,0.105615717990938,-0.00550820679249158,0.115684709648021,0.111099119935423
"miR34",-0.116951075821019,-0.0896799161458725,-0.0896799161458725,-0.101326298641095,-0.0690265228165547,0.105615717990938,-0.00550820679249158,0.115684709648021,0.111099119935423
